sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,90+,90+,90+,90+,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,85-89,90+,90+,90+,90+,90+
maritial_status,,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Amasya,,0,0,26,12445,,26,0,995,12538,,132,0,4830,6006,,310,4,8559,2458,,502,17,10134,1272,,481,27,9695,588,495,45,9358,376,414,63,9901,257,,273,141,9203,145,218,204,8417,92,133,340,6642,57,83,522,4740,39,67,693,3032,35,49,874,1778,14,20,546,581,4,2,143,69,4,,7,0,387,11844,,109,9,3481,7616,,278,18,7575,2450,,434,77,9614,955,,533,139,10596,676,,526,271,9614,571,,443,485,9021,448,,369,909,9251,381,,271,1329,8572,272,,171,1839,7025,174,,128,2392,5405,139,,91,2861,3533,101,,60,2948,1927,71,,35,2444,952,62,,17,1530,266,34,,4,499,58,17
2017,Ankara,,5,0,405,200978,,358,8,15981,195146,,2777,40,91585,119477,,7270,82,161851,52629,,11907,193,190045,26599,,12737,349,178763,13244,12549,592,164459,7347,10957,990,152874,4582,,8377,1488,129247,2838,5961,2286,103374,1661,3448,2735,70172,861,1653,3512,43832,496,921,4216,27162,201,479,4485,13943,138,232,3332,5504,48,68,1500,1339,19,,67,3,6969,185899,,2059,89,59962,140809,,6353,366,142723,63437,,12094,935,184155,26112,,17567,1847,194741,18943,,18769,3523,172544,14631,,17997,6136,153154,11444,,15687,10587,138611,8821,,12399,15794,110019,6308,,9037,21741,83443,4149,,5418,25641,54001,2484,,2999,26214,30413,1606,,1809,26828,15860,1051,,1131,21356,6600,696,,551,14528,2266,413,,240,6561,439,221
2017,Antalya,,3,0,222,87487,,226,4,6823,72948,,1510,17,36602,46543,,4073,56,67544,24247,,6649,93,84542,14016,,7561,181,81253,7266,7421,255,74686,3922,6225,434,67203,2219,,4576,604,54647,1387,3374,888,43781,751,1911,1164,29847,377,919,1377,19165,192,466,1807,12707,102,238,2027,6418,65,80,1432,2480,27,27,577,539,5,,37,2,2619,77060,,1049,53,26208,51128,,3370,139,58716,21220,,6267,389,76661,8843,,9250,864,84504,6433,,9833,1531,76404,4625,,8907,2716,66319,3540,,7325,4456,57384,2705,,5505,6434,46042,1739,,3918,8533,35013,1181,,2355,9540,22328,662,,1230,9713,12717,450,,679,9726,6887,300,,374,7731,2913,164,,208,5462,1017,123,,74,2219,173,66
2017,Ardahan,,0,0,12,4231,,7,0,422,4489,,25,2,1486,2224,,59,1,2339,1118,,100,5,2898,661,,83,10,2961,316,79,21,2596,151,90,22,2510,116,,72,44,2135,75,46,88,2099,51,25,146,1688,18,16,193,1310,16,8,208,754,4,3,211,450,2,4,139,179,1,0,51,33,2,,1,1,287,3621,,19,2,1551,2468,,38,6,2405,820,,52,19,2585,327,,71,44,2747,217,,41,71,2486,165,,43,117,2138,146,,41,232,2130,165,,26,276,1825,84,,18,465,1602,87,,16,663,1414,55,,6,805,965,37,,9,765,493,27,,6,489,184,23,,3,426,86,11,,0,135,14,7
2017,Artvin,,0,0,7,5761,,5,0,324,6277,,36,0,1886,3987,,128,4,3536,2154,,209,3,4356,1346,,239,16,4704,714,270,24,5052,440,233,42,5332,275,,193,59,4994,151,131,128,4639,71,67,172,3439,44,31,279,2353,20,23,342,1820,13,18,408,1073,11,12,365,487,0,3,155,99,0,,1,0,102,5609,,38,2,1226,4778,,91,8,3506,1851,,144,23,4299,718,,187,56,4607,470,,172,138,4565,329,,174,270,4771,319,,160,408,4716,248,,121,565,4030,165,,92,995,4003,132,,45,1239,2887,73,,24,1517,1877,58,,21,1642,1184,41,,17,1205,477,26,,9,1121,246,16,,3,518,33,12
2017,Aydın,,1,0,156,38585,,118,3,3703,35575,,606,10,15671,21166,,1493,31,26737,10137,,2451,60,32537,6203,,2854,89,31533,3431,2973,136,31310,2208,2908,282,31340,1548,,2472,447,30975,1039,1880,736,27341,637,1157,912,19897,319,593,1107,13292,150,326,1337,8818,113,184,1574,5046,62,84,1131,1822,22,21,439,368,7,,17,3,1902,34919,,424,18,12601,24646,,1249,57,24808,9064,,2250,194,31199,3329,,3185,453,34497,2319,,3390,785,32085,1729,,3214,1494,29829,1450,,2802,2557,29007,1191,,2502,4144,27376,935,,1856,6116,22669,682,,1143,7249,14959,418,,671,8025,8912,245,,440,8297,4722,164,,292,7532,2227,84,,138,4902,633,54,,59,1948,110,32
2017,Ağrı,,0,0,162,32841,,26,2,3670,25802,,123,10,13506,10339,,144,10,15209,2747,,158,22,16205,1091,,131,27,12220,543,101,38,9810,281,87,78,9281,161,,56,142,6818,116,39,193,5775,81,32,226,3293,34,15,352,2591,25,2,389,1352,12,6,326,700,4,0,187,259,10,0,80,58,2,,4,2,3148,27898,,98,19,12966,11120,,189,63,16917,4411,,198,117,13807,1373,,215,274,14745,1029,,134,402,10416,681,,79,533,7452,459,,76,753,6983,489,,47,930,5240,380,,43,1470,4754,362,,29,1622,2828,252,,19,1662,1576,168,,12,1438,749,148,,9,990,301,91,,5,655,96,59,,4,308,40,41
2017,Balıkesir,,4,0,207,40555,,122,3,4156,38433,,672,8,17677,22097,,1590,28,29263,9830,,2423,63,36205,5879,,2874,127,37026,3690,2991,205,37378,2510,2859,393,37094,1810,,2615,651,36385,1416,2057,1056,32628,957,1375,1391,25404,560,802,1789,17805,352,446,2217,11666,187,232,2345,6088,89,88,1676,2062,40,23,661,438,9,,22,4,1756,35926,,495,25,12728,24252,,1180,106,26573,8180,,2058,204,33625,2999,,2949,432,38219,2206,,3182,965,38000,1795,,3036,1746,36565,1521,,2817,3197,36237,1311,,2566,5359,34058,1042,,1937,7582,27541,714,,1265,9506,19954,481,,804,10351,12091,336,,526,11014,6568,192,,309,9308,2670,89,,147,5583,712,62,,58,2164,107,24
2017,Bartın,,0,0,34,7005,,21,0,704,6200,,106,1,2885,3282,,263,9,5106,1591,,361,11,6065,968,,409,19,6057,526,368,33,5595,306,283,48,5460,238,,273,95,5580,183,213,168,5582,128,138,271,4263,55,72,300,2685,30,54,373,1566,19,23,485,754,9,20,329,285,3,5,143,37,0,,2,1,243,6891,,65,5,2185,5163,,187,17,4269,1469,,273,31,5541,717,,369,70,6172,612,,420,155,5806,521,,335,262,5600,377,,290,454,5546,285,,241,762,5393,175,,174,1217,4933,116,,122,1479,3319,60,,70,1602,1837,42,,38,1603,907,20,,32,1325,414,13,,17,867,145,3,,5,320,18,5
2017,Batman,,0,0,88,34524,,12,1,2906,24118,,81,7,12115,13309,,158,13,15727,4365,,210,26,18726,1912,,177,26,14153,896,144,47,11588,487,115,81,9997,234,,73,83,6398,129,39,121,5356,84,31,161,3539,25,21,201,2224,20,12,262,1609,21,7,298,864,12,5,181,346,7,0,96,87,5,,2,0,1318,31980,,83,23,9631,17512,,211,60,16932,8677,,266,131,15893,3621,,296,259,17631,3014,,255,363,12363,1803,,183,498,9439,1234,,149,747,7520,963,,89,808,5054,593,,70,1115,4189,571,,48,1512,3215,451,,34,1466,1692,283,,31,1504,948,215,,20,1128,416,142,,11,833,189,110,,5,594,81,68
2017,Bayburt,,0,0,4,3960,,1,0,249,5687,,21,0,1204,2013,,54,0,2033,720,,62,3,2260,308,,45,5,2181,135,55,4,2027,73,41,12,2004,38,,28,29,1652,31,24,48,1604,19,8,58,1105,3,8,100,858,8,9,125,625,3,5,141,324,3,4,125,143,0,1,36,26,0,,0,0,103,3899,,30,0,1041,3834,,44,11,1986,747,,56,11,2226,292,,57,23,2061,177,,58,51,1967,158,,49,88,1820,107,,45,131,1802,99,,18,193,1421,69,,14,319,1350,64,,16,401,889,36,,10,473,606,29,,4,589,387,18,,8,394,154,10,,2,396,66,11,,3,164,22,5
2017,Bilecik,,0,0,14,7943,,32,0,899,12804,,162,4,3992,5531,,342,8,6694,2240,,522,9,7507,1219,,493,20,6874,548,520,33,6626,390,388,50,6341,207,,313,94,5947,130,223,171,4752,84,107,206,3293,49,54,224,2051,27,34,384,1583,13,29,471,903,8,7,316,312,3,6,133,43,1,,5,0,205,7295,,74,3,2371,5932,,185,6,5533,1600,,321,18,6711,512,,423,71,7148,372,,405,163,6407,234,,334,274,6049,204,,268,520,5589,179,,194,765,5092,115,,149,1148,3722,71,,94,1293,2605,46,,51,1496,1567,24,,34,1728,1045,21,,27,1449,457,10,,10,989,126,2,,3,322,16,3
2017,Bingöl,,0,0,20,13110,,18,1,1232,14098,,63,1,5724,7821,,109,8,7820,2971,,134,10,9049,1443,,111,12,7451,565,102,19,6358,355,83,49,5874,185,,58,67,4261,87,36,108,3561,40,22,150,2690,26,12,188,1833,14,8,252,1143,14,6,293,731,5,1,179,258,3,2,110,81,2,,0,0,538,12105,,44,12,4535,8528,,105,36,8160,3991,,166,60,7839,1947,,188,124,8591,1689,,154,204,6694,1146,,87,290,5183,778,,109,472,4742,516,,54,561,3471,284,,36,818,3182,233,,29,1016,2222,152,,29,959,1316,110,,7,1056,667,68,,7,768,287,62,,3,523,112,45,,2,315,50,24
2017,Bitlis,,0,0,70,19809,,13,2,2049,15895,,41,5,8035,7891,,67,11,9822,2373,,104,11,10593,933,,74,14,8225,379,54,33,7281,224,46,63,6692,106,,32,97,4698,61,19,138,3857,40,12,172,2483,22,8,229,1631,18,8,257,985,16,2,234,520,5,2,147,185,10,1,65,55,7,,2,0,1692,17298,,35,8,7452,8528,,97,46,10755,3838,,80,77,9057,1402,,120,150,9404,1012,,75,225,7101,677,,55,286,5445,412,,44,478,4742,420,,19,547,3416,242,,26,876,3340,267,,9,1041,2303,164,,12,1029,1188,101,,1,928,621,72,,2,599,233,48,,1,533,129,43,,1,338,68,44
2017,Bolu,,0,0,32,11428,,16,0,938,12284,,143,3,4964,5867,,365,9,7985,2444,,545,19,9857,1181,,574,35,9472,577,511,33,8726,337,438,62,8236,210,,317,99,7819,138,224,244,7252,106,141,279,5601,57,100,388,3783,34,55,564,2579,25,38,623,1502,24,14,478,519,7,4,240,153,1,,3,0,297,11183,,90,4,2944,11105,,273,7,6848,2692,,492,35,8585,981,,622,104,9777,715,,600,184,9052,523,,532,357,8394,329,,409,625,7974,253,,319,966,7203,172,,215,1474,6491,131,,151,1939,4737,81,,56,2168,2911,52,,68,2404,1813,36,,42,2011,789,22,,29,1483,312,14,,10,601,41,7
2017,Burdur,,1,0,19,10323,,21,1,874,12325,,142,2,3805,4787,,320,8,6326,1835,,460,11,7714,976,,542,16,8057,511,545,37,7854,283,424,65,8065,164,,323,91,7765,86,246,156,6832,61,148,203,5247,39,82,251,3629,8,63,407,2515,19,38,508,1637,10,30,450,644,2,8,194,155,0,,5,1,402,9932,,104,7,2931,7356,,208,22,5658,1487,,345,37,6972,477,,536,103,7845,318,,555,202,7811,272,,440,393,7391,258,,394,629,7460,195,,352,966,7081,137,,260,1449,6326,102,,156,1698,4365,50,,123,2212,2860,25,,85,2327,1637,34,,51,2183,830,16,,38,1553,293,14,,13,644,56,6
2017,Bursa,,3,2,256,108001,,208,5,8860,90253,,1409,20,50103,57511,,3435,54,89110,27730,,5619,124,108541,14905,,6128,202,100193,7576,5962,400,91183,4172,4972,666,83092,2609,,3706,1137,72569,1685,2589,1823,59301,1033,1538,2310,41964,606,794,2658,24933,300,414,3364,15636,179,240,3467,7754,97,104,2248,2476,26,19,938,478,9,,48,2,3263,95321,,1104,57,34528,65215,,3063,183,79427,26309,,5479,445,101539,10759,,7802,1058,109880,8070,,8021,2134,95922,5913,,7074,3671,84119,4262,,5633,6559,75307,3018,,4375,10232,62587,1995,,3246,14477,48568,1327,,1862,16734,31340,762,,1013,17196,16986,512,,590,16825,8735,286,,378,13158,3319,173,,170,7905,1005,97,,57,3020,156,46
2017,Denizli,,4,0,121,38769,,110,3,3296,32884,,620,2,15877,18560,,1627,31,27775,9123,,2578,46,35380,4925,,2760,76,34041,2358,2598,114,31935,1196,1951,245,29749,701,,1479,379,26467,442,898,562,21937,240,590,711,16286,145,274,900,10312,55,193,1101,6820,31,120,1279,3892,16,50,951,1459,2,20,394,281,0,,23,3,1423,36295,,510,27,12162,24559,,1329,74,25345,7483,,2408,194,32726,2554,,3336,457,36957,1700,,3238,813,32747,1215,,2736,1356,29511,856,,2060,2404,27076,683,,1633,3686,23255,483,,1136,4916,18203,320,,721,5847,12583,245,,453,6455,7644,121,,271,6707,4018,86,,179,5967,1747,45,,121,3942,518,34,,39,1434,63,16
2017,Diyarbakır,,1,1,396,90853,,56,5,10004,68645,,290,18,37443,38343,,559,45,49712,14451,,753,76,55036,6503,,747,101,42272,3380,651,143,34985,1715,623,218,30593,1057,,412,281,20968,486,284,436,16666,288,176,567,11570,163,100,777,7692,96,61,1016,4985,77,26,1068,2639,59,17,596,910,15,0,306,266,17,,6,0,4698,82067,,267,59,30165,44956,,623,204,50552,24038,,947,356,49793,11563,,1180,766,50942,9305,,1074,1112,38086,6258,,896,1589,29666,3983,,740,2309,24273,3041,,539,2916,17468,1796,,320,3531,12801,1381,,241,4573,9818,1018,,153,4527,5775,790,,86,4330,3051,643,,61,3553,1550,459,,23,2619,590,322,,13,1300,201,230
2017,Düzce,,1,0,61,15605,,44,0,1383,13333,,240,1,6348,7583,,505,9,10133,3281,,705,19,12679,1967,,737,29,12263,1107,666,46,10886,657,580,87,10440,450,,422,140,9504,324,356,258,8056,196,216,350,5673,109,112,405,3435,56,82,462,2143,22,35,484,1173,13,13,361,405,10,5,115,70,2,,7,0,573,14438,,197,2,4885,10548,,418,19,9997,3362,,676,63,11720,1224,,773,163,12772,976,,709,325,11390,771,,646,516,10179,627,,537,963,9446,506,,372,1472,8154,395,,329,2125,6229,295,,184,2281,4103,159,,122,2256,2289,105,,97,2289,1235,56,,59,1796,538,48,,31,1218,196,27,,7,490,34,11
2017,Edirne,,0,0,139,13183,,45,0,1720,18973,,231,2,6119,8840,,544,13,9597,4044,,861,27,11382,2635,,983,33,11530,1712,955,79,11541,1196,975,126,12457,952,,796,291,13136,831,560,460,11667,555,351,547,8739,294,140,585,5145,165,98,700,3211,83,49,831,1890,51,16,633,646,19,6,266,119,1,,3,2,701,12836,,162,16,4056,11217,,421,22,8655,3309,,731,52,10905,1233,,944,159,11989,925,,928,343,11740,752,,824,600,11517,630,,758,1195,12227,539,,641,2068,11982,412,,419,2799,9907,242,,246,3263,6429,132,,142,3330,3637,77,,87,3435,1981,42,,53,3295,1005,34,,25,2174,252,15,,10,722,27,13
2017,Elazığ,,0,0,42,25521,,46,3,1738,26081,,179,4,8649,12709,,428,17,15517,5775,,613,38,18470,2882,,543,42,17124,1489,544,74,15854,925,470,94,15322,595,,399,162,12843,319,277,235,11336,190,168,345,7788,117,77,507,5194,58,53,729,3696,37,39,858,2239,26,9,524,710,3,5,213,162,3,,4,1,777,23492,,181,13,6756,17605,,456,47,13878,6665,,708,129,17496,3540,,895,258,18758,3080,,900,407,16918,2647,,706,681,14516,2132,,664,1300,13636,1707,,454,1726,11245,984,,378,2499,9488,575,,236,2877,6118,322,,95,3153,3681,186,,74,3381,2137,111,,38,2555,925,70,,20,1904,387,66,,9,1115,88,34
2017,Erzincan,,1,0,20,9782,,18,0,874,14722,,112,1,3637,5494,,189,2,5747,2164,,310,10,6768,1192,,321,12,6566,654,312,28,6085,376,277,50,5816,205,,239,71,5136,131,181,132,4717,69,95,221,3687,52,60,246,2544,26,37,328,1675,16,31,389,1021,10,11,278,409,4,3,136,90,0,,4,0,259,9212,,91,4,2804,8331,,221,12,5629,2502,,301,53,6524,870,,372,73,6754,635,,338,145,5935,502,,307,275,5334,398,,242,516,5179,325,,169,638,4416,231,,124,1011,3979,149,,73,1346,2842,105,,54,1545,1886,80,,36,1665,1153,42,,23,1279,431,19,,17,1142,201,19,,7,591,63,14
2017,Erzurum,,0,0,120,38258,,40,2,2986,34206,,162,6,12859,16438,,375,20,20814,6100,,463,33,23327,2687,,461,49,21373,1184,401,56,18845,639,324,153,17312,404,,239,240,13769,249,194,364,11995,147,132,512,8899,85,88,828,6475,57,50,1036,4133,30,25,1026,2285,21,12,698,831,7,1,253,147,2,,4,0,2012,36558,,181,25,12167,26661,,371,65,20183,8026,,506,159,22739,3138,,656,325,23180,2305,,627,557,19211,1880,,467,941,16102,1428,,358,1523,14953,1097,,276,2119,11535,722,,178,3195,10215,552,,124,3867,6888,313,,74,4408,4425,252,,62,4295,2397,165,,23,2712,890,101,,13,2223,426,70,,7,854,91,30
2017,Eskişehir,,1,0,88,30078,,72,0,2180,34838,,509,12,12643,19887,,1374,12,22322,9266,,1968,29,27034,4894,,2286,61,26482,2611,2291,114,25609,1457,1949,238,24899,961,,1588,346,23213,683,1013,560,19216,362,594,782,14229,219,309,983,9150,113,188,1257,5938,51,104,1329,3049,33,37,828,1042,10,15,332,214,4,,8,2,816,27835,,342,16,7598,26243,,1095,48,19643,10002,,1827,116,25759,3623,,2613,278,28355,2447,,2881,602,27080,1866,,2620,1148,25199,1365,,2234,2096,23567,1051,,1739,3397,20753,811,,1122,4812,15649,542,,708,5957,10802,360,,362,6331,6131,206,,223,6560,3422,102,,151,5176,1301,69,,61,2949,334,26,,19,1055,44,13
2017,Gaziantep,,1,0,345,97567,,147,2,12002,67414,,906,21,46954,30751,,1625,40,66651,10337,,2016,68,69761,4127,,1882,97,59003,1908,1596,150,47005,1049,1404,273,41070,594,,1062,326,30091,382,759,536,23595,262,479,816,17296,139,297,1078,10849,76,133,1168,6420,48,71,1081,2850,28,40,786,1135,9,14,246,202,9,,67,3,7914,84220,,966,76,40122,41053,,1852,231,61095,15479,,2624,458,66666,6227,,3171,816,63492,4800,,2959,1397,52254,3484,,2383,2011,39883,2364,,2002,3328,34567,1836,,1491,4123,25392,1155,,1060,5330,18419,981,,709,6333,12740,690,,421,6446,7356,490,,277,6381,3880,383,,144,4709,1579,227,,73,2936,490,169,,27,1599,138,103
2017,Giresun,,1,0,38,16401,,31,1,903,15816,,157,4,4897,8954,,422,7,9114,4388,,716,17,11166,2594,,798,31,11807,1506,834,66,11999,968,865,138,13841,701,,722,188,13744,437,492,323,12985,232,252,408,9172,121,135,474,5472,63,86,847,4696,46,73,1103,3008,33,28,905,1128,10,6,234,168,16,,8,0,391,15783,,128,7,3881,12967,,356,37,8816,4075,,590,74,10882,1450,,726,189,12340,1091,,676,330,11538,894,,660,557,11322,766,,594,1100,12496,651,,482,1697,11674,416,,354,2657,10920,354,,220,3131,6997,216,,121,3703,4402,141,,147,4415,3118,123,,89,3896,1507,107,,76,3368,704,91,,17,1357,132,86
2017,Gümüşhane,,0,0,10,7647,,6,0,402,9531,,47,2,2428,4593,,113,1,4182,1896,,149,6,4828,913,,193,9,4706,502,191,20,4692,252,181,36,5091,131,,109,57,4025,75,71,78,3579,42,40,111,2414,29,26,141,1637,10,22,228,1180,9,15,311,727,5,8,231,314,4,1,66,50,3,,2,0,166,7547,,36,2,1971,8363,,73,13,4010,2320,,109,17,4424,711,,144,52,4568,437,,126,81,4504,353,,120,172,4174,252,,98,272,4236,196,,62,381,3300,116,,60,625,3024,129,,40,762,2004,61,,27,964,1360,48,,21,1062,779,42,,12,850,389,23,,7,800,211,17,,5,456,62,15
2017,Hakkari,,0,1,80,15442,,24,1,2187,24169,,97,5,6796,11955,,70,10,6881,3122,,70,22,8609,1145,,75,18,5855,436,36,28,4510,177,22,34,4254,69,,8,42,2844,41,12,65,1986,22,4,84,1397,16,5,112,840,12,0,105,547,14,3,115,239,9,1,70,93,10,0,38,47,7,,0,2,582,14577,,21,6,4234,9296,,47,27,6872,5428,,50,49,6558,2330,,63,169,7888,1865,,27,235,5109,845,,30,229,3413,421,,15,379,3356,399,,15,464,2324,258,,16,549,1846,227,,7,587,1185,156,,7,503,573,105,,1,443,249,66,,3,387,139,59,,1,292,98,44,,4,222,57,29
2017,Hatay,,1,0,136,70536,,91,1,5063,53072,,542,14,24076,28584,,1395,21,42241,13546,,1926,68,50588,6971,,2115,74,47919,3311,1877,90,43543,1765,1697,209,41696,1123,,1244,306,33687,618,863,516,27619,358,516,708,18700,184,251,767,10504,80,153,977,6721,46,112,1391,4887,41,40,1086,1813,17,11,387,334,8,,50,0,4829,61144,,631,63,25533,29547,,1433,160,40862,11810,,2345,347,50346,5714,,2920,734,52248,5042,,2767,1291,44900,5004,,2260,1982,37707,4725,,2122,3298,34870,4156,,1621,4367,27300,2713,,1240,6118,21104,1611,,721,6377,13189,908,,417,5892,7051,462,,239,5567,3672,273,,168,5331,1970,225,,87,3373,621,131,,37,1551,122,62
2017,Isparta,,1,0,50,16701,,44,0,1605,21774,,222,3,6388,8516,,469,6,11012,3485,,675,17,13187,1680,,725,19,13210,802,686,57,12480,434,573,88,12168,262,,434,160,11933,164,327,242,10483,107,184,343,7998,62,118,412,4888,43,80,596,3518,23,54,703,1949,10,35,627,822,9,10,244,156,1,,11,0,542,16390,,160,11,4484,12802,,390,32,9715,3285,,663,65,12255,1189,,872,173,13696,860,,859,303,12708,660,,779,531,12198,552,,583,887,11611,388,,513,1411,10983,290,,339,2193,9362,169,,246,2625,6435,105,,145,2958,3845,77,,108,3110,2122,43,,63,2636,988,36,,47,2079,366,22,,4,725,57,11
2017,Iğdır,,1,0,43,10378,,26,3,1006,8984,,72,4,3750,4372,,136,3,5435,1654,,179,15,6192,792,,166,11,5081,415,169,14,4336,220,151,36,3745,92,,108,60,3221,81,64,78,2740,46,53,88,1839,24,23,106,1385,9,14,122,661,4,11,150,459,1,3,104,201,1,1,46,42,2,,4,0,732,8905,,67,6,3908,4429,,122,26,5443,1800,,187,38,5650,697,,234,80,5726,531,,212,154,4445,409,,181,228,3390,326,,154,334,3235,250,,104,455,2557,210,,86,686,2257,192,,54,734,1459,102,,30,789,785,51,,23,644,336,53,,12,579,165,32,,6,444,78,22,,2,241,19,12
2017,Kahramanmaraş,,4,0,164,54162,,105,1,5194,35760,,561,8,20658,17728,,1043,17,34815,6917,,1287,37,40163,3313,,1097,44,34676,1528,923,76,30004,910,784,124,26737,572,,608,210,21233,328,431,371,19169,250,319,542,13387,132,198,810,9624,89,131,1042,6125,53,83,1063,3094,22,54,839,1228,11,12,306,299,5,,53,5,4139,46206,,584,41,20818,20217,,1163,114,31646,6898,,1437,242,36963,2943,,1750,474,37970,2319,,1509,767,31254,1820,,1178,1184,27024,1428,,937,1803,22562,1098,,674,2236,17431,699,,485,3156,15081,683,,365,3815,10627,442,,219,4378,6455,326,,159,4589,3674,277,,97,3514,1531,153,,35,2483,543,85,,22,1457,161,54
2017,Karabük,,0,0,17,10342,,22,1,579,12156,,115,0,3153,5993,,285,3,5495,2259,,457,11,6647,1199,,512,27,6990,614,467,32,7095,357,394,56,6804,218,,268,95,6418,137,188,166,6004,79,133,252,4738,46,76,343,3197,26,41,469,1846,12,24,537,1034,10,6,323,307,5,1,101,62,0,,1,0,186,9547,,83,3,1958,10354,,207,13,4510,2375,,355,42,6150,823,,516,82,6973,621,,546,210,7025,547,,443,351,6752,469,,366,577,6468,358,,255,901,6028,203,,169,1318,5270,133,,110,1630,3717,75,,42,1855,2265,43,,35,1973,1249,25,,27,1532,557,11,,18,1085,191,6,,3,390,39,11
2017,Karaman,,0,0,30,10287,,30,0,1099,8299,,187,2,4301,4306,,364,13,7257,1891,,507,13,7927,933,,429,24,7471,437,397,37,7362,241,282,48,6642,143,,204,63,5657,105,146,102,4863,76,84,150,3753,43,63,177,2439,24,43,310,1841,17,28,382,1120,10,19,300,468,5,6,124,93,1,,12,1,552,9740,,127,8,3757,6269,,334,14,6385,1587,,481,58,7610,584,,550,115,7689,423,,558,195,7137,328,,398,372,6809,288,,356,514,6126,243,,262,741,4993,161,,190,1047,4143,118,,110,1293,3025,81,,75,1380,1866,48,,56,1502,1119,35,,40,1383,494,30,,27,916,150,20,,6,346,18,4
2017,Kars,,0,0,41,14289,,8,4,1319,15554,,71,2,5420,6913,,115,7,7531,2561,,158,24,8999,1156,,152,12,8076,536,140,35,6840,344,126,45,6571,198,,99,86,5281,149,84,159,4370,73,63,197,3161,56,31,306,2536,24,17,310,1331,15,14,352,772,6,5,293,390,4,1,112,84,0,,1,0,1170,12306,,50,13,5711,6901,,115,30,8181,2516,,138,71,8097,894,,178,136,8771,678,,151,222,6813,519,,119,287,5337,408,,108,530,5472,420,,78,747,4183,289,,55,1040,3362,224,,30,1267,2497,172,,25,1540,1555,129,,22,1418,793,75,,6,984,311,58,,5,767,147,36,,2,287,29,13
