sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,90+,90+,90+,90+,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,85-89,90+,90+,90+,90+,90+
maritial_status,,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Kütahya,0.0,1,0,138,22033,0.0,77,2,4605,24059,0.0,343,13,15748,8189,0.0,523,22,19248,2191,0.0,655,23,19014,780,0.0,603,53,17504,409,557,78,19029,305,444,160,17028,207,0.0,293,255,14069,142,243,395,10810,109,127,679,8120,77,112,919,5876,46,103,1472,4668,31,53,1069,1749,10,21,462,396,2,1,99,41,1,0.0,18,3,1841,19770,0.0,254,25,12113,12400,0.0,622,76,18947,3072,0.0,770,192,19635,1262,0.0,814,387,19167,780,0.0,640,647,17566,490,0.0,594,1245,18570,385,0.0,432,1706,15291,241,0.0,291,2432,11953,154,0.0,225,3371,9473,117,0.0,147,4139,6266,57,0.0,109,4376,3872,43,0.0,85,4764,2593,41,0.0,54,3094,730,33,0.0,18,1069,86,12,0.0,7,335,7,1
2009,Kırklareli,0.0,2,1,68,12403,0.0,41,0,1577,14170,0.0,238,4,6658,7536,0.0,397,11,10101,3097,0.0,534,25,10593,1570,0.0,540,41,11013,1038,555,70,11290,787,495,128,11011,574,0.0,372,203,9073,384,201,259,6402,262,116,345,4369,133,108,514,3662,118,53,745,2804,76,32,721,1227,22,10,303,295,4,1,86,44,0,0.0,5,0,618,10815,0.0,154,5,4621,6438,0.0,454,32,9678,2539,0.0,552,88,11008,1085,0.0,533,210,10804,771,0.0,477,334,10679,570,0.0,467,684,10775,482,0.0,389,1125,9805,326,0.0,283,1506,7471,190,0.0,172,1882,5075,133,0.0,84,2168,3527,68,0.0,80,2705,2625,41,0.0,47,3205,1718,38,0.0,30,2461,618,11,0.0,13,900,95,8,0.0,3,299,13,1
2009,Kırıkkale,0.0,0,0,66,13490,0.0,19,1,1465,10672,0.0,170,4,6192,4818,0.0,313,9,7889,1266,0.0,362,13,8894,471,0.0,388,21,9516,232,350,32,9225,152,281,51,7639,107,0.0,208,68,6372,60,116,135,5164,36,95,221,3553,16,70,205,2289,10,47,502,2063,4,20,353,740,5,6,120,158,0,1,27,45,0,0.0,13,1,1416,11226,0.0,203,16,5760,6131,0.0,389,49,8147,1694,0.0,453,108,8192,821,0.0,474,209,8978,671,0.0,459,356,8523,506,0.0,401,589,8134,378,0.0,329,783,6706,247,0.0,215,1071,5424,199,0.0,159,1522,4440,139,0.0,108,1639,2647,87,0.0,59,1715,1715,68,0.0,60,1771,1022,58,0.0,27,1116,374,30,0.0,7,492,98,16,0.0,4,172,18,7
2009,Kırşehir,0.0,0,0,37,9826,0.0,21,1,1213,7933,0.0,164,1,5200,3861,0.0,276,5,6658,1147,0.0,350,9,7106,433,0.0,337,16,7537,255,304,34,7095,144,246,43,6247,91,0.0,139,76,4845,56,90,84,3685,27,51,121,2725,11,29,195,1970,8,29,341,1760,4,26,257,716,0,5,126,191,0,3,53,32,0,0.0,7,0,976,8719,0.0,162,12,4648,4839,0.0,278,37,6309,1400,0.0,341,75,6826,683,0.0,376,171,6991,513,0.0,367,250,6608,445,0.0,355,457,6597,351,0.0,250,654,5657,238,0.0,163,889,4067,180,0.0,117,1299,3364,128,0.0,77,1506,2135,100,0.0,56,1651,1434,80,0.0,29,1553,881,54,0.0,20,1095,303,45,0.0,5,460,76,34,0.0,1,188,17,6
2009,Malatya,0.0,0,0,88,34043,0.0,42,2,3226,29523,0.0,212,10,15735,15393,0.0,470,19,23052,5493,0.0,542,25,23846,2120,0.0,574,40,21322,956,612,71,20340,614,463,133,17281,389,0.0,323,186,13454,228,203,310,10700,145,135,531,7852,94,82,727,5564,70,86,1245,5235,59,19,739,1734,37,8,267,367,6,5,122,141,3,0.0,14,4,1868,31252,0.0,185,23,12628,19333,0.0,560,87,22524,8695,0.0,751,183,23379,4256,0.0,813,387,23482,2953,0.0,706,691,18521,1857,0.0,702,1120,18262,1514,0.0,487,1424,13997,989,0.0,318,2074,11590,734,0.0,242,2798,9356,548,0.0,135,3330,6196,378,0.0,111,3780,4292,265,0.0,67,3661,2347,211,0.0,30,2849,1015,138,0.0,22,1487,336,85,0.0,8,795,99,59
2009,Manisa,0.0,6,1,360,53220,0.0,146,7,8236,50498,0.0,792,17,33290,23476,0.0,1425,38,43390,7825,0.0,1755,64,43813,3526,0.0,1856,126,42849,2164,1923,278,43841,1555,1499,440,38574,1154,0.0,1036,601,30845,680,712,876,23332,385,429,1102,16251,280,330,1646,12216,209,245,2298,8925,158,129,1735,3513,60,28,847,996,10,6,221,133,2,0.0,36,4,3955,46914,0.0,608,71,25164,26293,0.0,1557,190,43655,9144,0.0,2023,383,44288,3648,0.0,2061,803,44174,2495,0.0,1960,1465,41061,1926,0.0,1801,2487,40967,1428,0.0,1507,3870,34219,1088,0.0,1047,5156,25977,725,0.0,708,6701,19401,485,0.0,492,7766,12043,270,0.0,397,9137,8320,183,0.0,332,9918,4954,160,0.0,203,7240,1744,89,0.0,63,2884,282,41,0.0,20,930,42,15
2009,Mardin,0.0,0,1,309,43547,0.0,26,5,4587,30875,0.0,108,11,16692,13979,0.0,171,21,19697,4628,0.0,168,27,20097,2319,0.0,171,37,14979,1016,113,62,12472,552,107,57,8803,280,0.0,55,80,6489,164,67,155,5579,112,43,222,4530,85,27,328,3663,89,27,611,3128,82,9,342,1113,43,2,152,355,24,1,65,138,13,0.0,3,0,2810,39253,0.0,65,35,13313,19506,0.0,189,100,19704,10343,0.0,216,206,18959,5610,0.0,247,466,18137,4023,0.0,186,552,11888,2085,0.0,176,784,10193,1621,0.0,94,932,7502,1116,0.0,95,1164,6092,839,0.0,78,1586,5109,759,0.0,58,1721,3245,501,0.0,69,2044,2437,453,0.0,43,1936,1615,396,0.0,20,1482,718,244,0.0,11,712,252,112,0.0,3,378,90,62
2009,Mersin,0.0,3,0,273,73509,0.0,150,3,7235,64232,0.0,808,20,33736,35372,0.0,1782,41,49290,13869,0.0,2318,71,54519,5709,0.0,2462,123,50949,2815,2577,234,49222,1839,2024,363,41007,1060,0.0,1513,465,31883,572,1026,715,24509,372,528,957,16342,231,341,1234,11234,166,219,1825,8309,108,121,1296,3192,36,33,565,819,13,7,201,155,2,0.0,39,5,4353,65990,0.0,701,61,27087,38505,0.0,2067,220,47925,18395,0.0,3189,448,52573,9232,0.0,3701,1036,53441,6224,0.0,3574,1578,46857,4374,0.0,3462,2899,45023,3316,0.0,2699,3952,35259,2158,0.0,1883,5105,26289,1421,0.0,1172,6398,19503,955,0.0,773,6861,11647,558,0.0,501,7137,7094,380,0.0,311,7568,4229,285,0.0,207,5332,1564,245,0.0,65,2118,311,102,0.0,25,920,73,52
2009,Muğla,0.0,2,0,102,29224,0.0,89,2,2962,27053,0.0,563,8,16927,17522,0.0,1220,29,27150,7492,0.0,1594,34,29798,3455,0.0,1772,63,28359,1885,1739,122,27598,1341,1479,191,22679,726,0.0,1109,279,17929,508,813,351,13731,313,474,494,10259,176,299,731,8218,113,197,1066,6101,73,100,877,2681,28,30,389,667,2,11,157,130,2,0.0,18,3,1950,24921,0.0,390,29,13245,15371,0.0,1138,95,25664,5874,0.0,1672,194,28697,2549,0.0,1923,393,28371,1643,0.0,1811,742,25618,1187,0.0,1820,1259,23986,889,0.0,1508,1756,18958,682,0.0,1202,2431,14854,421,0.0,821,3035,10957,295,0.0,520,3721,7745,168,0.0,351,4250,5339,130,0.0,325,5172,3486,105,0.0,225,4121,1325,71,0.0,60,1639,194,33,0.0,33,721,37,13
2009,Muş,0.0,1,0,237,25360,0.0,6,0,2703,16932,0.0,36,8,9591,7111,0.0,69,12,10997,1995,0.0,62,23,10543,773,0.0,53,30,8147,293,45,43,7558,144,29,58,5572,96,0.0,24,84,4114,60,14,103,2955,35,6,165,2215,28,7,193,1336,15,7,257,1087,13,2,143,401,6,3,105,210,3,1,16,28,0,0.0,3,3,2283,21392,0.0,23,23,9058,9405,0.0,62,58,11818,4057,0.0,77,105,10324,1734,0.0,65,194,8558,1311,0.0,49,244,5867,746,0.0,46,383,5893,641,0.0,32,522,4462,482,0.0,30,715,3816,352,0.0,33,873,2537,272,0.0,18,992,1640,238,0.0,5,954,907,147,0.0,8,908,585,116,0.0,5,732,309,90,0.0,2,393,107,48,0.0,1,143,27,15
2009,Nevşehir,0.0,2,0,105,11513,0.0,39,3,2374,8204,0.0,212,3,8337,3463,0.0,322,8,9774,951,0.0,341,16,9776,385,0.0,356,23,8966,201,343,29,8384,146,283,59,7062,85,0.0,162,74,5834,62,86,128,4751,28,56,220,3241,23,58,238,2489,10,33,410,2139,10,31,406,797,3,8,155,180,1,2,39,38,0,0.0,18,1,1637,9730,0.0,180,17,6916,4087,0.0,386,59,9645,1439,0.0,485,107,9288,683,0.0,504,194,9165,552,0.0,509,352,8226,394,0.0,444,538,7686,325,0.0,304,754,6288,202,0.0,198,1027,5052,160,0.0,134,1515,4209,103,0.0,101,1719,2789,60,0.0,86,1957,1989,48,0.0,55,1930,1077,37,0.0,29,1392,414,9,0.0,14,601,79,7,0.0,1,240,16,1
2009,Niğde,0.0,0,0,160,15696,0.0,28,1,2843,12092,0.0,165,7,9645,4543,0.0,243,13,11008,1361,0.0,266,24,11508,585,0.0,289,24,9968,289,266,36,9049,191,213,48,7180,128,0.0,144,109,5780,91,90,150,5093,61,63,221,3703,32,51,286,2518,18,57,506,2195,16,20,342,780,7,4,147,156,0,4,44,31,0,0.0,11,2,2096,13705,0.0,177,14,8177,6616,0.0,345,58,11039,2011,0.0,335,115,10639,984,0.0,423,257,10752,810,0.0,402,348,8800,551,0.0,301,540,8245,442,0.0,219,790,6416,308,0.0,151,1040,5003,205,0.0,140,1537,4372,124,0.0,85,1851,2933,79,0.0,66,1988,1918,55,0.0,52,1874,1056,42,0.0,28,1443,423,24,0.0,15,640,87,15,0.0,4,267,20,6
2009,Ordu,0.0,1,0,226,31381,0.0,46,1,4223,21075,0.0,303,14,16330,11965,0.0,501,25,21385,4399,0.0,633,44,24066,2096,0.0,737,66,22544,1103,675,118,22000,758,571,209,19086,483,0.0,409,326,16054,282,298,558,13483,155,201,907,10585,121,166,1138,7345,78,144,2062,6844,69,48,1137,2171,19,9,327,385,4,4,155,88,2,0.0,16,0,2775,27649,0.0,233,42,13185,13032,0.0,524,125,21565,5269,0.0,598,219,22272,2283,0.0,634,515,23476,1814,0.0,617,768,19604,1332,0.0,604,1302,20025,1114,0.0,497,1824,17084,808,0.0,360,2350,14153,553,0.0,271,3569,11952,545,0.0,211,4207,8576,351,0.0,200,4387,5778,259,0.0,162,4898,3908,280,0.0,93,3789,1902,218,0.0,32,1480,352,80,0.0,12,612,59,42
2009,Osmaniye,0.0,0,0,106,22637,0.0,36,0,2573,16124,0.0,167,6,11127,8560,0.0,284,11,14541,2867,0.0,347,14,15377,1070,0.0,330,30,13789,527,265,39,13125,345,263,60,11375,240,0.0,173,115,9012,131,117,160,6545,87,79,269,4176,53,51,293,2617,33,45,470,2281,36,19,353,847,13,13,149,220,3,1,29,43,1,0.0,8,1,1822,19936,0.0,229,17,9519,9252,0.0,388,82,14628,4194,0.0,475,151,14900,2239,0.0,473,272,14957,1777,0.0,369,462,12269,1112,0.0,338,710,11461,930,0.0,290,967,9377,644,0.0,242,1310,7536,508,0.0,154,1601,5442,341,0.0,105,1729,3193,209,0.0,72,1750,1874,140,0.0,68,1791,1139,147,0.0,38,1359,494,91,0.0,14,631,138,33,0.0,4,303,29,16
2009,Rize,0.0,0,0,26,14131,0.0,9,1,869,11179,0.0,74,3,4884,7475,0.0,211,5,8446,3660,0.0,283,15,10655,1660,0.0,257,33,11125,840,218,47,10332,501,212,80,8980,232,0.0,139,97,6400,117,78,153,4998,71,37,284,4118,53,36,351,2787,24,41,574,2474,30,16,271,613,6,2,104,136,3,2,43,36,0,0.0,5,0,536,13224,0.0,81,7,4408,8158,0.0,197,34,8895,3498,0.0,247,83,9700,1840,0.0,273,215,10633,1455,0.0,267,409,9656,1081,0.0,225,646,8957,758,0.0,191,1032,7354,416,0.0,130,1183,5070,269,0.0,109,1717,4229,220,0.0,79,2207,3141,201,0.0,75,2313,2153,158,0.0,65,2650,1442,203,0.0,26,1839,544,124,0.0,15,923,136,55,0.0,8,461,50,41
2009,Sakarya,0.0,3,0,183,36326,0.0,72,1,3961,29227,0.0,456,9,19899,17439,0.0,858,17,29015,6775,0.0,1053,49,29128,2924,0.0,947,76,26968,1528,940,154,25797,1005,755,236,23397,674,0.0,536,347,17977,381,344,502,14156,281,197,695,9435,139,136,966,6425,77,108,1350,5009,69,56,1085,2018,23,11,376,470,3,4,154,72,2,0.0,26,2,2407,32413,0.0,422,38,15868,19932,0.0,959,108,28554,7466,0.0,1248,272,29636,3735,0.0,1293,604,28417,2557,0.0,1106,945,24477,1838,0.0,1015,1703,23825,1344,0.0,774,2573,19915,914,0.0,572,3147,14153,608,0.0,362,4129,11130,393,0.0,236,4525,6952,208,0.0,180,4773,4373,184,0.0,123,5268,2781,140,0.0,88,3823,1148,87,0.0,22,1406,195,36,0.0,1,545,38,23
2009,Samsun,0.0,1,1,620,55495,0.0,103,0,7919,42470,0.0,502,22,27815,20647,0.0,929,38,37047,7636,0.0,1277,51,39785,3252,0.0,1381,129,38439,1867,1366,216,38471,1293,1092,364,33672,765,0.0,713,603,27699,434,397,923,21428,296,271,1452,15667,204,155,1605,9837,98,171,2862,8771,106,62,1430,2413,40,11,431,476,7,4,167,95,4,0.0,27,8,4114,50599,0.0,408,53,22107,28564,0.0,1099,205,36998,11470,0.0,1541,433,39063,5376,0.0,1691,809,40205,3906,0.0,1674,1338,35160,2936,0.0,1589,2396,36719,2233,0.0,1225,3191,28977,1547,0.0,823,4360,23272,964,0.0,592,5733,18148,732,0.0,348,6812,12174,520,0.0,248,6892,7441,371,0.0,228,8222,5298,385,0.0,134,5649,1980,275,0.0,39,2011,399,92,0.0,10,814,75,37
2009,Siirt,0.0,0,1,195,17788,0.0,14,1,2597,16099,0.0,40,4,7858,4912,0.0,53,5,8243,1186,0.0,41,13,7809,502,0.0,37,16,5974,173,34,20,4861,75,18,26,3852,50,0.0,19,33,2880,37,18,57,2156,27,6,126,1677,19,8,141,1141,14,6,254,1038,14,5,141,351,5,0,65,90,1,0,21,30,2,0.0,0,0,1466,15009,0.0,19,15,6594,6324,0.0,63,40,9048,2760,0.0,61,96,7763,1209,0.0,58,147,6421,852,0.0,45,226,4581,575,0.0,34,308,3905,415,0.0,27,329,3091,347,0.0,28,538,2560,289,0.0,14,645,1968,240,0.0,14,756,1338,139,0.0,7,702,745,114,0.0,7,816,480,80,0.0,5,620,239,74,0.0,3,332,90,31,0.0,0,182,17,29
2009,Sinop,0.0,2,0,52,8440,0.0,14,0,1022,6003,0.0,88,0,3861,3195,0.0,175,6,4968,1128,0.0,242,7,5400,557,0.0,262,25,5161,329,234,35,5705,307,230,64,5591,159,0.0,184,116,5118,122,133,189,4829,90,100,314,4024,51,73,422,2859,33,87,797,2791,30,36,599,1151,13,14,265,271,1,3,75,37,1,0.0,10,1,550,7883,0.0,87,5,3215,4080,0.0,188,30,5187,1486,0.0,211,52,5226,619,0.0,230,137,5493,505,0.0,232,200,5014,410,0.0,248,384,5614,317,0.0,186,529,5014,249,0.0,148,704,4529,131,0.0,125,1111,4300,133,0.0,96,1588,3572,98,0.0,86,1804,2391,80,0.0,80,2127,1676,66,0.0,40,1550,627,35,0.0,10,669,127,16,0.0,8,266,22,9
2009,Sivas,0.0,0,0,119,29212,0.0,34,1,3933,27358,0.0,246,6,15714,11403,0.0,425,19,19615,3474,0.0,504,30,18983,1406,0.0,563,43,17382,764,507,75,16728,536,465,123,14943,327,0.0,272,197,12452,236,204,412,10614,124,145,742,8451,104,71,790,5166,71,117,1719,5832,75,36,969,1651,18,10,280,329,6,4,74,68,0,0.0,17,2,2697,26079,0.0,224,35,13552,14805,0.0,501,100,19557,4909,0.0,632,206,19080,2500,0.0,645,416,18380,1734,0.0,607,641,15469,1373,0.0,535,1087,15347,1107,0.0,330,1546,12683,783,0.0,258,2031,10548,479,0.0,186,3056,9303,427,0.0,133,3652,6432,266,0.0,82,3600,3948,167,0.0,83,4112,2824,167,0.0,35,2940,1120,110,0.0,23,1150,256,38,0.0,2,393,59,21
2009,Tekirdağ,0.0,1,0,180,30520,0.0,81,1,4564,31820,0.0,569,11,22555,17364,0.0,1009,25,30132,6371,0.0,1125,49,29846,2606,0.0,1172,68,26697,1425,1105,123,24805,950,860,267,21192,649,0.0,661,379,16979,418,406,470,11811,238,206,542,7634,155,135,799,5649,121,110,1171,3950,86,41,1020,1705,28,20,458,459,5,2,111,55,1,0.0,18,1,2041,25654,0.0,420,17,15326,15622,0.0,1048,84,29345,6087,0.0,1331,186,29473,2521,0.0,1356,394,27688,1541,0.0,1288,750,23930,1028,0.0,1095,1365,22696,783,0.0,876,2176,18750,538,0.0,609,2862,14025,339,0.0,316,3368,9189,202,0.0,192,3592,5608,133,0.0,152,4118,3824,62,0.0,82,4557,2396,64,0.0,49,3259,799,34,0.0,14,1241,147,15,0.0,7,429,19,3
2009,Tokat,0.0,2,0,176,28713,0.0,49,3,4107,23353,0.0,255,11,14254,9129,0.0,413,17,18416,2756,0.0,539,41,19323,1151,0.0,505,41,18335,570,492,93,17802,423,357,155,16799,299,0.0,269,273,13601,169,179,523,11682,170,174,817,8933,90,113,1214,6338,67,98,1781,4911,49,42,893,1374,19,9,282,265,5,4,51,44,0,0.0,20,1,2636,24906,0.0,247,24,12630,12780,0.0,495,102,18622,4281,0.0,601,219,18800,1899,0.0,631,465,19075,1433,0.0,482,704,16435,905,0.0,418,1240,17220,745,0.0,365,1866,14699,624,0.0,262,2403,12284,409,0.0,201,3516,10516,300,0.0,107,3863,6592,174,0.0,119,4099,4073,153,0.0,72,4360,2548,132,0.0,35,2740,934,90,0.0,16,1001,176,35,0.0,3,332,38,10
2009,Trabzon,0.0,0,0,61,34091,0.0,28,0,2451,31610,0.0,255,12,13547,18355,0.0,447,21,21254,6976,0.0,575,38,24202,2918,0.0,576,73,23699,1503,546,117,23629,879,558,156,21464,537,0.0,317,260,15887,270,191,399,12055,166,117,609,9286,107,69,687,6410,65,85,1622,6559,81,29,935,2102,24,8,251,329,7,1,98,77,0,0.0,8,1,1298,31275,0.0,205,19,10881,22725,0.0,493,82,20911,9059,0.0,625,200,22233,4173,0.0,701,447,23238,3421,0.0,682,712,20849,2638,0.0,688,1288,22088,2045,0.0,574,1902,18738,1343,0.0,358,2300,12855,793,0.0,269,3467,10878,642,0.0,195,4289,7769,441,0.0,155,4187,4942,331,0.0,134,5620,4154,350,0.0,74,4807,2139,278,0.0,25,2262,565,145,0.0,7,864,99,48
2009,Tunceli,0.0,0,0,6,3012,0.0,13,0,728,10381,0.0,52,0,1516,3675,0.0,96,1,2452,1454,0.0,127,5,2669,784,0.0,109,2,1965,295,99,20,1798,183,75,21,1737,84,0.0,39,23,1338,45,22,32,1145,35,15,51,839,17,20,130,993,20,16,238,1008,14,8,164,412,6,2,92,111,1,0,16,20,1,0.0,0,0,96,2487,0.0,14,2,931,1826,0.0,58,10,2118,1195,0.0,92,10,2123,599,0.0,105,33,2237,470,0.0,80,51,1671,318,0.0,68,84,1844,287,0.0,67,169,1621,152,0.0,36,220,1295,109,0.0,31,349,1083,64,0.0,22,392,733,23,0.0,13,469,563,30,0.0,19,641,547,29,0.0,9,544,284,20,0.0,7,317,85,6,0.0,2,172,29,4
2009,Uşak,0.0,2,0,130,12885,0.0,65,2,2537,10076,0.0,287,7,9304,4825,0.0,565,14,11586,1395,0.0,666,16,11719,529,0.0,616,36,10707,315,621,79,10724,231,478,94,9398,149,0.0,280,137,7486,109,202,194,5840,56,105,299,4438,54,78,468,3400,28,81,760,2738,30,32,516,973,4,16,266,315,4,5,67,37,0,0.0,18,0,1152,11340,0.0,217,15,6924,6631,0.0,536,63,11299,2028,0.0,728,113,11641,851,0.0,774,207,11170,496,0.0,722,375,10069,341,0.0,668,617,10237,251,0.0,486,848,8596,206,0.0,333,1128,6528,132,0.0,217,1549,5184,111,0.0,140,2011,3719,45,0.0,126,2241,2485,41,0.0,92,2787,1743,35,0.0,43,1669,505,31,0.0,11,719,104,5,0.0,4,200,16,4
2009,Van,0.0,0,1,588,61006,0.0,17,4,7660,43423,0.0,73,17,27816,17562,0.0,147,25,27864,4238,0.0,135,55,29617,1459,0.0,113,57,21061,485,81,99,19497,308,64,159,13568,144,0.0,34,186,9142,102,18,262,6991,61,19,389,5123,49,9,461,3148,17,11,571,2364,21,3,306,744,4,0,196,337,8,0,32,55,1,0.0,7,2,5695,52256,0.0,54,74,24100,23237,0.0,180,191,32511,9969,0.0,174,316,25038,3869,0.0,207,600,25367,3008,0.0,131,730,16112,1664,0.0,126,1229,15886,1427,0.0,72,1648,11231,1020,0.0,49,1869,8145,683,0.0,28,2272,5971,486,0.0,28,2230,3178,329,0.0,20,2144,1782,223,0.0,8,1984,1007,163,0.0,10,1294,440,90,0.0,5,631,121,46,0.0,2,213,32,18
2009,Yalova,0.0,0,0,32,8050,0.0,17,0,698,7569,0.0,108,3,3678,4618,0.0,260,9,5970,1804,0.0,343,6,6710,867,0.0,408,16,6234,407,435,33,6355,293,434,61,5762,200,0.0,315,95,4575,118,230,119,3628,91,160,154,2717,62,94,219,2021,28,73,323,1528,18,32,231,565,10,14,107,166,3,0,32,21,1,0.0,4,1,390,7344,0.0,95,3,2915,4413,0.0,303,16,5900,1995,0.0,492,52,6561,1003,0.0,529,127,6678,749,0.0,564,203,5978,488,0.0,548,385,5924,353,0.0,472,537,5002,257,0.0,393,816,3849,149,0.0,286,1036,2997,109,0.0,182,1186,1873,75,0.0,135,1291,1225,48,0.0,96,1367,729,21,0.0,54,949,244,22,0.0,17,415,47,10,0.0,6,156,8,1
2009,Yozgat,0.0,2,1,199,24099,0.0,68,1,4004,16910,0.0,297,5,13062,6594,0.0,416,14,14857,1968,0.0,484,17,14684,755,0.0,413,25,13771,390,406,56,13485,268,266,85,11504,169,0.0,202,175,10048,116,124,286,8144,83,73,456,5915,47,62,485,3770,21,69,1152,3970,28,36,666,1319,15,4,203,259,3,2,67,35,1,0.0,30,5,3024,19887,0.0,255,19,11694,7942,0.0,526,78,14913,2784,0.0,572,151,14430,1369,0.0,578,307,14417,1107,0.0,504,514,12462,730,0.0,405,792,12398,599,0.0,277,1162,9937,442,0.0,200,1650,8831,339,0.0,146,2384,7368,253,0.0,84,2758,4725,160,0.0,74,2808,3016,105,0.0,56,3210,2017,111,0.0,25,2003,744,71,0.0,7,808,180,33,0.0,2,295,31,17
2009,Zonguldak,0.0,2,0,187,23805,0.0,66,3,4101,20852,0.0,375,8,15527,11700,0.0,736,15,20698,4670,0.0,907,26,19946,2003,0.0,1124,45,18486,1195,1197,87,19492,806,1034,168,18773,458,0.0,784,286,15546,264,473,378,10524,157,254,581,6820,94,143,693,4673,54,115,1420,3994,36,36,923,1290,15,7,266,209,4,2,65,18,0,0.0,22,0,1610,22250,0.0,257,23,10943,14120,0.0,679,85,19771,6199,0.0,1009,247,20692,3343,0.0,1145,390,19733,2608,0.0,1250,701,18781,1872,0.0,1296,1344,19116,1310,0.0,1051,1964,17039,842,0.0,773,2469,12510,430,0.0,472,2989,8679,238,0.0,272,3497,5229,125,0.0,157,3685,3344,91,0.0,118,4708,2395,87,0.0,54,2986,865,49,0.0,17,967,118,23,0.0,4,311,15,8
2009,Çanakkale,0.0,2,0,122,16194,0.0,50,2,2419,23004,0.0,258,3,9645,9868,0.0,474,13,14352,3617,0.0,669,27,15207,1681,0.0,759,50,15700,1079,733,102,15807,839,691,178,15182,562,0.0,515,274,13163,435,372,401,10471,274,214,558,7649,177,145,804,5970,135,109,1137,4360,77,74,1103,1963,29,18,527,580,8,7,107,64,3,0.0,18,1,1117,14244,0.0,181,9,6901,10186,0.0,440,46,13957,3320,0.0,644,115,15200,1250,0.0,721,258,15644,828,0.0,686,501,15059,600,0.0,629,948,15348,519,0.0,573,1470,13863,342,0.0,424,2038,11264,221,0.0,272,2784,8596,133,0.0,181,3425,5994,83,0.0,158,4111,4227,54,0.0,137,4507,2521,43,0.0,69,3580,1008,29,0.0,30,1512,175,10,0.0,7,374,10,1
