sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Edirne,10537,10477,14327,19912,14987,14063,14986,13939,13733,14874,14671,10522,13260,9175,5628,4216,2816,1269,346,10049,10054,13666,14511,12829,13139,14163,13620,13675,15056,14814,9859,13036,9546,6732,5857,4328,2307,722
2016,Elazığ,22432,22965,26638,28338,21792,21314,21727,19042,16219,16841,12857,23010,11804,8122,5785,4475,3195,1059,376,21143,21475,25113,24426,21445,21810,23111,20951,16590,17960,13332,21684,12827,9545,6822,5524,3563,2334,1143
2016,Erzincan,7985,7651,9651,13084,8841,8227,8402,7550,6527,6494,5303,7666,5131,4030,3021,2058,1596,664,194,7629,7246,9602,11104,8400,7737,7975,7058,5855,6615,5083,7421,5396,4493,3853,2690,1869,1355,576
2016,Erzurum,35762,35028,39714,37603,30430,27414,26860,23143,18550,19212,13007,33788,12957,9961,7317,5254,3454,1302,382,33545,34133,39343,37953,29361,26523,26723,22621,17031,19576,13062,31945,14589,11734,8741,6743,3784,2552,924
2016,Eskişehir,25995,25643,31086,37711,34173,33761,33809,31072,28713,28805,24173,26064,21362,14975,10383,7191,4429,1764,471,24610,24529,29322,34317,31610,31729,34103,31907,29507,29692,24783,24464,22148,17226,12662,9968,6541,3143,1001
2016,Gaziantep,119085,100512,98974,79856,80806,79787,76135,61495,47170,44395,29466,112114,25587,18109,11891,7325,4046,1741,432,114264,95839,93223,80807,79078,75886,71784,58414,43114,42902,29858,107783,25932,20072,14075,10584,6491,3387,1825
2016,Giresun,12158,14290,17999,17451,14366,14279,14948,14419,13977,16306,14757,13167,13778,9503,6550,5795,4544,1794,333,11444,13688,17483,17492,13660,13396,14882,14067,13277,15610,13933,12637,14170,10496,8546,7984,5832,4040,1416
2016,Gümüşhane,5568,6144,8352,10292,7273,6259,6144,5688,4927,5679,4065,5785,3723,2620,1916,1422,1147,462,98,5428,5663,8137,9932,6508,5381,5487,5332,4330,5047,3653,5581,3892,2997,2418,1852,1296,1051,485
2016,Hakkari,13866,15893,15416,23978,16751,9827,9395,6175,4220,4483,2675,14119,1993,1457,993,622,363,168,92,13213,15381,15260,13529,11557,9127,9445,5973,3731,4238,2876,13395,2584,1823,1115,772,579,446,283
2016,Hatay,77988,72370,71738,58636,54718,56707,59834,52203,45288,44999,33408,76541,28505,19424,10596,8168,6371,2729,631,73216,69522,66809,55167,55239,58345,61464,53126,43933,45073,33294,72845,29755,20674,12781,9679,7649,4132,1608
2016,Isparta,13518,14372,17734,18807,15438,15364,15871,14736,13346,13537,12034,14355,11360,8166,5319,4167,2870,1378,348,12697,13510,18023,17243,13973,14566,16041,14541,13589,14031,12538,13543,12162,9152,6773,5319,3892,2337,674
2016,Iğdır,10953,9946,10647,9498,8044,7135,7174,5727,4182,4268,3260,10152,2972,1920,1361,829,630,266,93,10224,9513,9776,8242,7453,6453,6606,5329,3669,4204,3063,9512,3308,2240,1494,1058,810,519,255
2016,Kahramanmaraş,55541,54347,54719,42375,39940,43363,44471,36480,30075,28382,20734,56938,20332,14099,10384,6652,4551,1878,555,52449,51599,50263,41668,40290,41889,41767,35014,28400,26642,19578,53643,19737,14956,10895,8248,5181,2971,1628
2016,Karabük,6381,7210,11586,13966,9226,8266,8390,8228,7787,7619,6648,7019,6630,4810,3736,2134,1733,601,136,6090,6728,10598,12494,7163,7623,8388,8357,7850,7984,6916,6564,7007,5298,4304,3000,2292,1198,387
2016,Karaman,9605,9669,10611,9139,9171,9486,9435,8370,7787,7229,5544,9599,5332,3847,2653,2211,1562,687,216,8992,9106,11422,10252,8645,8819,8924,8215,7603,7386,5736,9114,5561,4387,3233,2757,1947,1030,328
2016,Kars,14385,13812,14730,17116,12654,10469,10393,8880,6680,7338,5319,14020,4597,3596,2845,1661,1266,561,193,13467,13076,13929,12989,10898,9469,9638,7999,5411,7076,4978,13524,4693,4000,3252,2243,1435,878,316
2016,Kastamonu,10193,11326,14222,17333,12639,12540,13380,11577,10442,12073,11594,10916,12291,9626,7337,5101,3646,1419,384,9702,11060,13565,14094,11528,12140,12851,11506,10262,12383,11636,10308,13176,10958,8796,6630,4723,2707,881
2016,Kayseri,58176,57268,59236,52132,51330,54863,55442,48165,40255,39014,30975,59845,27292,18770,12651,7971,5465,1953,466,54844,54366,56126,52420,51286,53971,54432,47273,38683,39257,30743,56397,27117,21308,15724,11119,7360,3811,1474
2016,Kilis,6788,6287,6467,6755,5297,4209,4284,3736,3236,3406,2281,6294,2124,1716,1162,867,588,260,67,6323,5947,6671,6500,4400,4099,4437,3668,3113,3363,2247,5891,2247,2013,1508,1153,749,458,214
2016,Kocaeli,77677,69107,74018,70344,77986,83654,86755,71793,56620,53693,40965,74734,34691,22907,14768,9065,5513,2244,623,73762,64788,67530,69737,77673,81195,81890,67624,53679,52937,40362,70427,35601,24754,16644,11623,7581,4268,1540
2016,Konya,91297,90292,100856,86417,80484,82783,81547,69970,63052,61726,48511,91059,43851,31723,21098,14541,9595,3836,993,86438,85452,96873,90663,78347,80920,80734,71125,63733,64090,49771,86485,48203,37038,26628,19516,12747,6636,2273
2016,Kütahya,17274,18429,22156,23610,20857,21121,22134,19934,17810,18957,17022,17914,16120,11357,7755,5845,3723,1542,395,16576,17176,21339,22916,21032,20757,21788,20104,18475,20109,17614,16951,16559,13007,9661,7536,5086,2336,665
2016,Kırklareli,9383,9596,11919,16540,13768,13551,14403,13037,12599,12478,12276,9221,10887,7328,4729,3509,2419,1170,309,8833,9054,12328,12837,11243,12082,13378,12495,11904,12364,11964,8662,10887,7667,5671,4852,3702,2037,602
2016,Kırıkkale,8745,9618,13058,13070,10043,9876,9854,9027,9409,9877,7806,9364,7106,5101,3597,2318,1466,600,150,8082,9332,12582,11493,9106,9132,9450,9309,8948,9429,7758,8829,7270,6192,4337,3215,2031,1028,376
2016,Kırşehir,7548,7974,9996,9618,8882,8308,8436,7654,7605,7905,6548,7783,5901,4071,2693,1873,1314,543,163,7186,7658,9958,9258,7606,7639,8084,7664,7143,7984,6662,7479,6205,4916,3710,2773,1888,973,374
2016,Malatya,30849,32454,35228,31718,28185,28950,30575,26897,22572,23539,17173,32314,16869,11937,8232,6174,3987,1541,378,29176,30781,33778,30897,28107,29436,31201,27626,21938,23117,16514,31028,16769,13527,9979,8180,5100,2953,1626
2016,Manisa,49945,48932,53357,52293,51000,54335,56469,50629,46539,47523,40482,49633,36183,24533,16431,11470,7473,3019,848,46997,45614,49527,48233,49262,52752,54598,49577,46202,47120,40208,46839,37197,27298,19950,15524,11309,5629,2015
2016,Mardin,50446,46258,45831,39495,33769,27708,26410,20344,15569,14318,8802,46166,7786,5730,4340,3609,2473,1017,404,47747,44539,44561,35980,33226,27016,26709,21267,14697,13764,9311,44328,8848,7519,5411,4670,3144,1907,1118
2016,Mersin,72877,71153,75987,64427,64003,65629,69518,64328,57258,57715,43694,73223,39456,26306,17466,11635,7100,2973,835,68670,67545,71045,63733,64234,65927,71723,65794,56996,58357,44478,69440,40176,28816,20375,14319,9637,4987,2017
2016,Muğla,29431,28835,31507,32566,32632,36609,40644,38076,34155,33975,28149,30411,24353,17903,12461,9393,6020,2508,776,27861,27229,28451,29318,31240,35299,38316,35779,32075,31924,26806,28579,23893,18575,13442,10621,7869,4333,1759
2016,Muş,25274,25426,24875,20275,17491,13426,13085,9935,7486,8070,4874,24540,4838,2815,2292,1226,790,320,152,24773,24140,23836,19174,16742,12538,12239,9264,6202,6786,4554,23241,5369,3697,2603,1838,1105,762,448
2016,Nevşehir,10599,11070,12402,10423,10074,10946,11185,10128,9127,9005,7426,10984,6690,5154,3546,2512,1595,668,164,9994,10606,12458,11298,9953,10900,10862,9604,8879,9391,7565,10297,7154,6083,4665,3630,2211,1189,458
2016,Niğde,14617,15160,16877,14148,13188,12718,13228,11643,10500,10166,7568,14823,6889,5221,3818,2454,1738,645,170,13778,14336,16568,15181,11736,12015,12788,11451,9790,10342,7872,14073,7339,6136,4786,3639,2276,1256,535
2016,Ordu,23900,26269,31078,26807,25211,25118,27842,26453,23272,27815,21750,26019,21046,15287,11675,8312,5546,2356,487,22836,25015,28885,25327,23831,24513,27807,25836,21682,27114,20749,24450,22230,16997,13359,10827,6541,4598,1748
2016,Osmaniye,23956,23978,24850,20019,18375,19354,20276,17585,15453,15517,11462,25239,10939,7195,4514,2819,1783,710,233,22621,22887,22849,18498,17984,18869,19901,17634,14874,14953,11015,23540,10887,7835,5249,3838,2383,1421,680
2016,Rize,10529,11110,13661,13127,11645,11565,12469,11976,12052,11889,9753,10877,8264,5753,4417,2847,2087,567,139,10063,10693,12982,12590,11242,11149,12029,11573,11298,11202,9049,10191,8773,6742,5554,4748,3411,2065,967
2016,Sakarya,36471,36667,42164,38793,37217,37647,40855,35801,31092,30252,25852,36616,22461,15929,10101,6593,4195,1753,476,34911,34763,39386,38356,36288,36794,39555,35224,29750,30444,25094,34448,23054,16746,11676,8855,6110,3299,1260
2016,Samsun,44191,47881,54332,48360,46038,45078,49953,44547,39616,44551,35227,46309,33563,23702,16520,10657,7102,2544,528,41967,45464,52841,50157,44979,45258,52009,45760,39299,46611,34747,44085,34714,26204,19172,14373,9732,5819,2037
2016,Siirt,20223,20168,19981,20100,14471,10694,9781,7369,5702,5559,3478,19363,3451,2220,1612,1110,812,282,87,19129,19040,18753,15676,12664,9981,9598,6903,5090,5035,3423,18733,3674,2869,2087,1523,941,637,445
2016,Sinop,5842,6434,7312,7014,6921,6739,6726,6158,5532,6823,6250,6085,7239,5913,4335,3098,2274,914,300,5665,6098,6989,6773,6445,6409,6549,6145,5452,7244,6466,5876,7113,6220,5090,4057,2887,1497,594
2016,Sivas,22494,23876,27315,26418,23040,22548,22084,19297,17300,17923,15168,23223,15166,11914,9386,5845,4355,1675,337,21376,22685,27980,27521,22167,21304,21270,19492,16674,18222,15201,22264,15323,13487,10613,7487,4804,2886,1104
2016,Tekirdağ,37276,34205,36026,39674,42086,44393,46696,39008,32977,30763,25055,35935,21285,14019,8671,5878,3781,1660,431,35315,31840,32111,33387,38513,41724,42286,35680,30116,29632,24867,33832,21454,15157,10134,7619,5643,2865,881
2016,Tokat,19585,22723,27191,23876,19868,19903,21149,19602,17746,19629,16151,21509,16539,12318,9235,6486,4167,1301,284,18437,21753,26479,23664,19372,19877,21240,20007,16730,20207,16378,20201,17669,14605,10826,7526,4975,2575,879
2016,Trabzon,25912,26475,32228,31243,28607,28497,29395,26653,24122,25967,22041,27196,19731,13685,9135,6660,5079,1959,424,25288,25685,31677,31820,27240,27595,28458,26262,23097,27066,21087,25611,20782,15731,12165,9749,7084,5407,2566
2016,Tunceli,2454,1793,2238,8049,5178,3664,3501,2987,2356,2428,1798,1902,2008,1402,1040,868,970,406,118,2297,1691,2158,3368,3095,2840,2837,2348,2066,2467,1874,1786,2221,1667,1305,1021,951,649,392
2016,Uşak,11838,12061,14625,13408,12729,13908,14453,13149,11842,11955,10178,12022,9268,6316,4616,3355,2344,892,300,11015,11315,13788,13265,12413,13278,14333,12863,11399,12253,10222,11195,9763,6935,5797,4373,3270,1504,496
2016,Van,69960,65399,65908,58222,49719,40656,35825,28792,18819,21778,12705,65776,10421,7063,4810,3086,1765,608,280,66756,62838,63347,54076,47082,37344,34190,26910,16088,19893,12734,62977,12368,8565,5457,3817,2153,1330,673
2016,Yalova,8186,8095,9206,9137,8917,9005,9360,8796,7912,7938,7184,8388,6252,4603,3273,2208,1428,558,159,7980,7519,8569,8742,8393,8778,9765,8951,7930,8147,7163,8007,6483,4941,3799,2625,1852,1031,385
2016,Yozgat,14285,16720,19428,16628,15471,14674,14637,13171,12083,13599,10656,16079,11058,8268,6012,3817,2636,1127,251,13678,16164,18536,15615,14743,13797,13926,13221,11404,13908,10598,15221,11310,9699,7378,5252,3471,1879,641
2016,Zonguldak,17298,19826,21946,19966,19969,22977,25106,22258,19811,19896,19371,20036,17693,12151,7217,4764,3292,1229,227,16708,18815,21427,20183,19638,22316,24359,22334,20572,21762,20513,18986,18226,13074,8661,6703,4884,2554,776
2016,Çanakkale,14320,13949,17693,23877,18433,18876,20243,18881,17920,18185,17233,14267,15792,12295,8278,5952,3810,1726,558,13456,13205,17806,18716,15926,17764,19427,18192,17580,18396,17374,13727,15966,12932,9674,7931,5371,3011,1051
2016,Çankırı,5700,5848,7058,7322,6457,6242,6310,5624,5501,6139,5262,5907,5742,4172,3484,2547,1722,644,193,5347,5641,6948,7308,5832,5555,5962,5597,5151,6224,5196,5524,6153,4863,3927,3243,2175,1019,341
2016,Çorum,17594,18858,21212,18175,17071,18081,19494,17853,15924,17634,14072,18326,14570,11087,9089,6205,4252,1701,408,16639,17972,20191,17941,16726,17771,19761,17791,15183,17728,14864,17290,15688,13420,10323,7783,5233,2853,1100
2016,İstanbul,594015,536398,574597,578959,654062,694708,712537,601481,485294,443985,324432,566728,257676,166430,105311,63647,41076,17347,5707,563265,505092,538799,579254,650043,681990,696155,589215,464358,438268,322128,536225,274134,192350,131210,94569,66311,39042,17318
2016,İzmir,141051,131094,148147,157096,164228,173264,183612,164567,143429,142966,121209,138506,105662,75574,50858,32332,19978,8395,2664,134651,123587,137506,149072,158421,170008,183213,165207,145159,144658,122859,131032,110660,84045,59564,43433,31530,17260,7048
2016,Şanlıurfa,149622,117962,109238,84495,79890,66220,57302,44701,33824,34122,20447,131462,17645,12144,7961,5351,2962,1207,383,142152,111470,104560,86546,79333,65097,57217,44249,31662,33381,22925,125781,17617,14662,9963,7636,4918,2862,1658
2016,Şırnak,33045,32223,29300,34843,23824,15846,13716,9394,6871,6649,3768,31997,3742,2203,1659,1275,686,258,93,31373,30425,28445,23089,19737,15087,14268,10027,6909,6001,3613,30307,4047,3000,2009,1489,1195,775,600
2017,Adana,97512,93408,94576,83854,81203,84918,89858,79611,68741,64647,53873,96677,46331,32148,18920,11984,6754,3089,835,93082,88934,88853,80508,81164,84837,89396,79586,69056,64703,54859,91647,47294,35249,23325,16475,10134,5981,2453
2017,Adıyaman,32252,29791,30669,25244,23861,23353,23238,18906,16330,15002,10660,30882,9587,7423,4781,3837,2309,1192,234,30379,28413,29521,26214,22789,22215,22462,19206,15397,13245,11114,29282,9695,8809,6358,4680,2830,1792,1124
2017,Afyonkarahisar,27180,27574,30404,26827,25131,26318,27063,23069,22370,21013,19871,27514,16599,12513,8320,6314,4143,1831,384,25817,26259,29572,29186,24697,25726,26251,23550,22401,21269,20249,26176,17786,14044,10425,8540,5512,2961,834
2017,Aksaray,17224,17360,18485,16223,15326,15404,15801,13507,11540,10727,8383,17754,7262,6213,3953,2647,1661,591,172,16374,16382,17913,17116,14512,14668,15320,13531,11777,10955,9046,16830,8058,7120,5003,3700,2297,1104,465
2017,Amasya,10315,11101,12641,13711,11097,11421,12008,10872,10354,10689,9814,10890,8957,7195,5400,3837,2720,1152,220,9423,10438,12356,11354,10442,11192,12054,11086,10485,10992,10498,10321,9245,8080,6596,5010,3495,1848,579
2017,Ankara,198527,193055,204847,217068,218785,225614,231693,207469,187059,171203,143022,198658,114156,77746,49776,32651,19096,9134,2933,188375,182447,195832,208295,218474,228167,236941,212303,191357,175841,146236,188258,119455,88125,61557,45744,29846,17804,7477
2017,Antalya,89915,87390,88907,83075,87284,97838,106875,97578,87454,77270,62208,90394,49789,34385,22514,15592,8895,4062,1157,84897,82078,80862,82799,88851,97170,104902,95202,83800,73934,61607,85435,50077,36365,25043,18043,11345,6857,2547
2017,Ardahan,3527,3966,4282,5013,3774,3528,3673,3372,2849,2743,2328,3510,2288,1878,1536,974,666,324,86,3404,3761,3922,4082,3292,3006,3091,2771,2448,2573,2218,3396,2174,2150,1813,1294,702,526,156
2017,Artvin,4826,4889,5799,6643,5927,5830,5919,5683,5788,5886,5399,4725,4972,3726,2683,2198,1510,864,257,4646,4695,5723,6087,5505,5237,5374,5238,5581,5556,4908,4526,5243,4250,3478,2889,1725,1392,566
2017,Aydın,35663,35350,38859,39702,37671,38546,41413,38067,36783,36319,35199,35687,30901,22624,15415,10728,6897,3065,837,33704,33342,36955,38025,35643,37400,40852,38262,36299,35904,35346,33734,31676,24157,18075,13699,10151,5736,2153
2017,Ağrı,35360,31525,33044,29592,24036,18152,17505,12953,10254,9614,7135,32761,6091,3585,2985,1755,1036,456,140,33637,30082,31067,24253,21640,15544,16300,11653,8536,8312,6613,30929,6634,4733,3426,2347,1391,815,394
2017,Balıkesir,34187,36366,41032,43341,40861,41047,44826,43953,43271,42341,41182,35105,36796,28813,20817,14562,8769,3874,1132,32353,34369,37905,37890,36504,39400,44220,44220,43128,43783,43188,33096,37917,31333,23656,18332,12392,6507,2356
2017,Bartın,5373,5949,7083,7005,6323,7005,7455,7093,6400,6112,6161,5775,6098,4731,3090,2014,1271,637,185,5052,5440,7156,7454,5986,6602,7253,6929,6599,6600,6581,5445,6447,4984,3556,2569,1784,1032,348
2017,Batman,35773,34531,34639,27075,25549,20289,20905,15282,12288,10444,6691,34719,5610,3760,2470,1908,1183,539,188,34370,32994,33331,27306,25939,19968,21236,14820,11381,9394,6553,33156,5951,5235,3478,2700,1706,1143,748
2017,Bayburt,2798,2825,4004,5997,3265,2823,2647,2380,2171,2109,1743,2802,1697,1175,974,762,473,272,63,2820,2652,4020,4932,2810,2603,2336,2242,2070,2085,1703,2719,1751,1342,1119,998,566,475,194
2017,Bilecik,7021,7019,8123,13938,9873,9443,9403,8047,7652,7054,6520,6878,5269,3671,2367,2017,1412,638,183,6763,6581,7629,8528,7506,7699,8119,7298,6945,6598,6209,6704,5120,4060,3146,2837,1952,1127,344
2017,Bingöl,13532,12153,13136,15360,13652,10943,10662,8158,6856,6194,4478,12274,3751,2892,2052,1417,1036,441,195,12698,11933,12644,13135,12322,10032,10602,8207,6344,5845,4371,11934,4270,3423,2416,1798,1124,683,391
2017,Bitlis,20717,19492,19889,17984,15981,12278,11647,8696,7597,6912,4888,19291,4054,2689,1886,1267,761,344,128,19262,18155,18996,16033,14748,10630,10692,8086,6204,5686,4226,18235,4511,3517,2330,1623,882,706,451
2017,Bolu,9069,9355,11723,13572,11272,11013,11769,10780,9724,9044,8446,9463,7886,6106,4326,3229,2189,1019,398,8680,8811,11722,14414,10060,10308,11407,10497,9745,9361,8730,8856,8375,6936,5204,4330,2866,1839,660
2017,Burdur,7540,8329,10420,13375,8893,8647,9273,9202,8781,8764,8291,7900,7310,5647,3971,3007,2193,1126,357,7259,7873,10385,10492,7488,7933,8895,8891,8543,8715,8569,7257,8155,6284,5226,4088,3083,1898,719
2017,Bursa,111931,107170,109168,101243,110839,121725,130215,114881,102477,91972,79642,110888,65067,46638,28789,19714,11638,4886,1458,105915,101031,99483,102794,110884,119687,127820,112817,99841,91167,79742,104318,67957,50903,35856,26564,17146,9235,3302
2017,Denizli,35308,35984,39156,36899,35661,39125,43319,39488,36088,32793,28870,35211,23689,17760,11565,8159,5311,2462,695,33358,34029,37963,37703,34809,38504,42930,38327,34698,32412,29180,33314,24635,19443,14690,11086,7943,4616,1552
2017,Diyarbakır,106426,91542,91269,78741,76138,64814,62405,46530,37518,32505,22165,96126,17681,12482,8665,6141,3795,1538,589,100773,87483,86783,75517,75538,62740,62257,46570,36160,30375,22734,91929,18039,15655,11247,8110,5623,3554,1744
2017,Düzce,13700,13493,15831,15022,14393,14084,15537,14264,12356,11637,10445,13374,8906,6376,4026,2718,1710,791,192,12856,13142,15149,15826,13995,13898,14850,13311,12084,11535,10466,12912,9034,6748,4789,3693,2449,1475,543
2017,Edirne,10495,10555,13471,21162,15350,14246,14941,14285,13799,14540,15078,10548,13256,9944,6041,4097,2825,1317,392,9966,10157,13734,15914,12592,13028,14108,13826,13628,14755,15133,9809,13385,10092,7194,5552,4395,2471,774
2017,Elazığ,22573,22940,25725,28081,21723,21866,22093,19296,17456,16537,13748,23011,12057,8429,5845,4517,3163,1247,385,21203,21656,24380,24684,21186,21966,23087,20938,18088,17336,14428,21461,12958,9566,7123,5706,3589,2378,1246
2017,Erzincan,8052,7592,10031,15852,9439,8289,8401,7666,6895,6450,5631,7738,5145,4075,2885,2064,1453,704,229,7646,7158,9583,11357,8558,7911,7930,7019,6394,6346,5530,7510,5305,4386,3572,2907,1753,1379,676
2017,Erzurum,35303,34186,38552,37667,29770,27482,26637,23158,19998,18235,14517,33357,12714,9639,7451,5251,3357,1550,403,33562,33079,38674,39263,28868,26706,26621,22346,19000,17973,14683,31587,14156,11205,9164,6922,3726,2732,982
2017,Eskişehir,26665,26358,30831,38267,34027,33709,34437,31780,29777,28279,25952,26774,21274,15887,10602,7449,4523,1922,565,25245,25274,29189,35130,31635,31966,34191,32759,30613,29154,26874,24778,22230,17901,13064,10323,6706,3376,1134
2017,Gaziantep,119136,103948,98247,80453,79836,80056,77193,63861,50608,43915,32222,112560,25394,18871,12388,7810,4047,1976,471,114172,99367,92536,82882,79482,76704,72788,60496,46952,41997,32395,108296,25932,20591,14784,10945,6665,3671,1868
2017,Giresun,11963,13664,16820,17384,14290,14104,14640,14254,13975,15656,15139,12779,14062,9962,6160,5686,4217,2071,425,11216,13151,16332,17269,13542,13153,14518,13575,13434,14952,14339,12116,14330,10591,8383,7807,5602,4240,1592
2017,Gümüşhane,5299,5953,7707,10158,7250,6283,5977,5514,5252,5519,4283,5530,3780,2601,1816,1439,1059,557,120,5205,5539,7772,10504,6571,5373,5303,5155,4791,4846,3873,5270,3845,2875,2400,1907,1274,1035,538
2017,Hakkari,13875,15718,15525,26386,18867,10111,9872,6404,4767,4388,2939,13775,2091,1501,971,668,366,174,92,13366,15235,15173,13589,12424,9022,10002,6230,4100,4154,3062,13058,2638,1935,1188,759,588,436,312
2017,Hatay,78013,74350,70748,58342,53389,57389,59757,53619,47459,44862,35950,77089,29413,20152,11622,7916,6441,2957,741,73623,71440,66104,56020,54648,59040,61173,54123,46823,44543,36079,72765,30119,21237,13836,9761,7698,4213,1772
2017,Isparta,13596,14468,17034,24064,15591,15247,15786,14932,13775,13178,12733,14076,11204,8609,5474,4224,2722,1493,411,12596,13515,17154,17837,13771,14452,15836,14686,14176,13561,13244,13384,12109,9431,7038,5386,3725,2514,798
2017,Iğdır,10842,9810,10449,10048,8219,7241,7205,5705,4760,4033,3484,10189,2932,2005,1524,801,621,309,91,10180,9310,9652,8450,7454,6634,6618,5257,4156,3997,3336,9556,3230,2352,1657,1056,788,550,274
2017,Kahramanmaraş,55541,55809,54655,41483,39217,43068,45113,37628,32141,28360,22456,56822,20288,14400,10744,7361,4266,2135,624,52304,52564,50680,41954,40179,41870,42774,35538,30954,26501,21099,54100,19454,15281,11403,8705,5304,3151,1697
2017,Karabük,6620,7261,11109,13719,9621,8250,8527,8285,8064,7555,6982,6904,6471,5191,3656,2372,1605,642,165,6086,6842,10044,12823,7364,7572,8366,8461,8114,7857,7439,6641,6919,5545,4216,3287,2129,1305,444
2017,Karaman,9603,9655,10462,9654,8936,9628,9448,8432,8098,7165,6061,9501,5208,4040,2708,2214,1541,792,224,9065,9139,10399,10319,8451,8829,8846,8289,7932,7281,6170,9023,5517,4522,3371,2713,1948,1114,374
2017,Kars,13860,13453,14474,17255,12496,10239,10354,8794,7368,6946,5619,13849,4686,3481,2900,1674,1144,692,197,13044,13005,13555,12802,10909,9230,9784,7731,6163,6539,5305,13241,4686,3971,3252,2309,1361,955,331
2017,Kastamonu,10141,11217,13439,14759,12247,12497,13272,11617,10738,11609,12176,10727,12124,9943,7014,5446,3309,1596,418,9493,10836,13021,14240,11300,12021,12681,11546,10740,11723,12308,10137,13045,11055,8367,7192,4419,2941,1019
2017,Kayseri,57290,58574,58956,54183,49687,54092,56510,49626,42882,38554,32802,59482,27659,19602,13009,8683,5167,2322,515,54539,55785,56284,53993,50323,53612,55257,48053,41873,38297,32777,55846,27617,21586,16241,11904,7339,4225,1576
2017,Kilis,7110,6600,6404,7104,5766,4822,4590,3993,3602,3436,2635,6429,2130,1718,1204,873,569,292,75,6702,6091,6656,6616,4655,4355,4459,3793,3379,3275,2554,6036,2171,2026,1519,1173,767,511,229
2017,Kocaeli,79955,71631,74402,71270,78607,84000,88946,75132,61229,54084,43762,75950,35762,24315,15595,9720,5526,2557,702,75588,67169,67868,70723,78593,82206,84291,70297,58476,52560,43680,71884,36580,26165,17621,12412,7790,4446,1776
2017,Konya,91301,91522,97597,87602,79716,82678,82189,71706,65493,60736,52199,90504,43523,33312,21968,14820,9444,4313,1095,86283,86748,94936,92879,77711,80840,80995,72298,67063,62497,54198,85829,47474,38345,27826,20083,12695,7176,2555
2017,Kütahya,17127,18459,21119,22173,20493,21108,21845,20390,18415,18383,18010,17807,15784,11991,7713,6144,3538,1706,456,16587,17340,19913,22376,21025,20771,21490,20264,19285,19307,18800,16913,16307,13439,9693,7918,4900,2470,797
2017,Kırklareli,9564,9687,11427,17069,14520,13409,14503,13333,12785,12274,12607,9260,11178,7920,4996,3510,2383,1210,310,8961,9105,11600,13062,11287,11791,13512,12674,12203,12183,12433,8704,11123,8227,5979,4724,3753,2086,698
2017,Kırıkkale,8928,9616,12444,12440,10121,9857,9873,9068,9494,9723,8201,9096,7074,5316,3666,2442,1397,663,183,8226,9316,12496,12183,9039,9163,9471,9199,9224,9238,8089,8578,7268,6312,4480,3321,2026,1111,407
2017,Kırşehir,7849,8244,9744,9585,9105,8393,8611,7879,7757,7861,6895,8013,6014,4269,2770,1933,1264,581,202,7584,7928,9524,9813,7717,7807,8057,7808,7428,7800,7103,7669,6284,4986,3858,2892,1862,1038,402
2017,Malatya,30610,32604,34441,31876,27613,28709,30704,27488,24109,22878,18609,32330,16756,12460,8279,6385,3796,1794,428,29084,30949,33262,31250,27652,29365,31400,27880,23905,22215,18139,30821,16487,13694,10227,8551,5089,3145,1692
2017,Manisa,49899,50060,52019,54241,51175,54251,57092,51672,47994,46685,42852,49832,36171,26137,17104,11613,7345,3283,953,47182,46784,48115,48181,49013,52577,55131,50515,47695,46198,42680,46859,37249,28597,20878,15657,11245,5957,2150
2017,Mardin,51016,45849,45768,38520,34483,29260,26814,20734,17088,14223,9724,46857,7928,5875,4418,3628,2428,1240,467,48324,44434,44347,36720,34479,28282,26931,21473,16510,13616,10043,44766,8843,7710,5636,4677,3261,2085,1262
2017,Mersin,72770,72212,74177,64251,63743,65951,70125,65464,60045,57056,46672,73485,40002,27518,18283,12038,7363,3306,913,68911,68578,69102,64375,63678,66090,71758,66468,60380,57487,47546,69810,40526,29904,21434,15013,9874,5407,2216
2017,Muğla,29468,29796,30845,33699,33051,36348,40898,38947,36049,33812,29782,30630,24995,18689,12815,9545,5876,2796,909,27759,27957,27883,29817,30774,35018,38829,36531,33663,31998,28457,28653,24303,19193,13834,10988,7549,4601,1994
2017,Muş,25144,24657,24629,18775,17830,13571,13292,9881,8135,7606,5537,24042,4849,2887,2309,1241,760,361,152,24337,23375,23631,18960,17241,12519,12445,9283,6936,6241,5067,22949,5107,3932,2655,1846,1117,774,471
2017,Nevşehir,10497,11126,11943,11008,9951,10903,11055,10162,9380,8835,7902,10720,6674,5347,3663,2556,1596,704,197,9984,10579,12082,12029,9790,10845,10885,9714,9185,9161,8121,10144,7102,6097,4775,3645,2299,1220,489
2017,Niğde,14323,15053,16420,14580,12870,12710,13211,11760,11124,10123,8160,14673,6758,5379,3874,2585,1675,716,200,13533,14240,16222,15573,11637,11925,12667,11475,10583,9980,8503,14037,7157,6124,4837,3868,2344,1248,580
