uni_name,type,city,region,year,foundation_year
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2014,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,2014,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,2014,1992
GEBZE TEKNİK ÜNİVERSİTESİ,state,Kocaeli,Marmara,2014,1992
GEDİK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2011
GEDİZ ÜNİVERSİTESİ,foundation,İzmir,Aegean,2014,2008
GİRESUN ÜNİVERSİTESİ,state,Giresun,Black Sea,2014,2006
GÜMÜŞHANE ÜNİVERSİTESİ,state,Gümüşhane,Black Sea,2014,2008
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2014,1967
HAKKARİ ÜNİVERSİTESİ,state,Hakkari,East Anatolia,2014,2008
HALİÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1998
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,2014,1992
HASAN KALYONCU ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2014,2008
HİTİT ÜNİVERSİTESİ,state,Çorum,Black Sea,2014,2006
IĞDIR ÜNİVERSİTESİ,state,Iğdır,East Anatolia,2014,2008
IŞIK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1996
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,1985
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,2014,1975
İPEK ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2011
İSTANBUL AREL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2007
İSTANBUL AYDIN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2007
İSTANBUL BİLGİ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1996
İSTANBUL BİLİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2006
İSTANBUL ESENYURT ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2013
İSTANBUL GELİŞİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2011
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2014,2008
İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2008
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1997
İSTANBUL MEDENİYET ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,2010
İSTANBUL MEDİPOL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2009
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2010
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2014,2010
İSTANBUL ŞEHİR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2008
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2014,2012
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,1944
İSTANBUL TİCARET ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2001
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,1933
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2010
İZMİR EKONOMİ ÜNİVERSİTESİ,foundation,İzmir,Aegean,2014,2001
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,state,İzmir,Aegean,2014,2010
İZMİR ÜNİVERSİTESİ,foundation,İzmir,Aegean,2014,2007
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,2014,1992
KADİR HAS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1997
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,2014,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,2014,1992
KANUNİ ÜNİVERSİTESİ,foundation,Adana,Mediterranean,2014,2013
KAPADOKYA MESLEK YÜKSEKOKULU,,Nevşehir,Central Anatolia,2014,2005
KARABÜK ÜNİVERSİTESİ,state,Karabük,Black Sea,2014,2007
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,2014,1955
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,state,Karaman,Central Anatolia,2014,2007
KASTAMONU ÜNİVERSİTESİ,state,Kastamonu,Black Sea,2014,2006
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,2014,1992
KIRKLARELİ ÜNİVERSİTESİ,state,Kırklareli,Marmara,2014,2007
KİLİS 7 ARALIK ÜNİVERSİTESİ,state,Kilis,Southeastern Anatolia,2014,2007
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,2014,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1992
KONYA GIDA VE TARIM ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2014,2013
KTO KARATAY ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2014,2009
MALTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1997
MARDİN ARTUKLU ÜNİVERSİTESİ,state,Mardin,Southeastern Anatolia,2014,2007
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,1982
MEF ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2012
MEHMET AKİF ERSOY ÜNİVERSİTESİ,state,Burdur,Mediterranean,2014,2006
MELİKŞAH ÜNİVERSİTESİ,foundation,Kayseri,Central Anatolia,2014,2008
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,2014,1992
MEVLANA ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2014,2009
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,1982
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,state,Muğla,Aegean,2014,1992
MURAT HÜDAVENDİGAR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2012
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,2014,1992
MUŞ ALPARSLAN ÜNİVERSİTESİ,state,Muş,East Anatolia,2014,2007
NAMIK KEMAL ÜNİVERSİTESİ,state,Tekirdağ,Marmara,2014,2006
NECMETTİN ERBAKAN ÜNİVERSİTESİ,state,Konya,Central Anatolia,2014,2012
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,state,Nevşehir,Central Anatolia,2014,2007
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,2014,1992
NİŞANTAŞI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2009
NUH NACİ YAZGAN ÜNİVERSİTESİ,foundation,Kayseri,Central Anatolia,2014,2009
OKAN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1999
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,2014,1975
ORDU ÜNİVERSİTESİ,state,Ordu,Black Sea,2014,2006
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2014,1956
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,state,Osmaniye,Mediterranean,2014,2007
ÖZYEĞİN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2007
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,2014,1992
PİRİ REİS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2008
PLATO MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2014,2009
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,state,Rize,Black Sea,2014,2006
SABANCI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1996
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,2014,1992
SANKO ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2014,2013
SELAHADDİN EYYUBİ ÜNİVERSİTESİ,foundation,Diyarbakır,Southeastern Anatolia,2014,2013
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,2014,1975
SİİRT ÜNİVERSİTESİ,state,Siirt,Southeastern Anatolia,2014,2007
SİNOP ÜNİVERSİTESİ,state,Sinop,Black Sea,2014,2007
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,2014,1992
SÜLEYMAN ŞAH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2010
ŞIRNAK ÜNİVERSİTESİ,state,Şırnak,Southeastern Anatolia,2014,2008
ŞİFA ÜNİVERSİTESİ,foundation,İzmir,Aegean,2014,2010
TED ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2009
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2003
TOROS ÜNİVERSİTESİ,foundation,Mersin,Mediterranean,2014,2009
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,2014,1982
TUNCELİ ÜNİVERSİTESİ,state,Tunceli,East Anatolia,2014,2008
TURGUT ÖZAL ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2009
TÜRK HAVA KURUMU ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2011
TÜRK-ALMAN ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,2010
UFUK ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,1999
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,2014,1975
ULUSLARARASI ANTALYA ÜNİVERSİTESİ,foundation,Antalya,Mediterranean,2014,2010
UŞAK ÜNİVERSİTESİ,state,Uşak,Aegean,2014,2006
ÜSKÜDAR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2011
YALOVA ÜNİVERSİTESİ,state,Yalova,Marmara,2014,2008
YAŞAR ÜNİVERSİTESİ,foundation,İzmir,Aegean,2014,2001
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,1996
YENİ YÜZYIL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2014,2009
YILDIRIM BEYAZIT ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2014,2010
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,2014,1982
YÜKSEK İHTİSAS ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2014,2013
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,2014,1982
ZİRVE ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2014,2009
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,2013,1992
ABDULLAH GÜL ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,2013,2010
ACIBADEM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2007
ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,state,Adana,Mediterranean,2013,2011
ADIGÜZEL MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2012
ADIYAMAN ÜNİVERSİTESİ,state,Adıyaman,Southeastern Anatolia,2013,2006
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,2013,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,2013,1992
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,state,Ağrı,East Anatolia,2013,2007
AHİ EVRAN ÜNİVERSİTESİ,state,Kırşehir,Central Anatolia,2013,2006
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,2013,1982
AKSARAY ÜNİVERSİTESİ,state,Aksaray,Central Anatolia,2013,2006
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,foundation,Antalya,Mediterranean,2013,2011
AMASYA ÜNİVERSİTESİ,state,Amasya,Black Sea,2013,2006
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,2013,1973
ANKA TEKNOLOJİ ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2013
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,2013
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,1946
ARDAHAN ÜNİVERSİTESİ,state,Ardahan,East Anatolia,2013,2008
ARTVİN ÇORUH ÜNİVERSİTESİ,state,Artvin,Black Sea,2013,2007
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,2013,1957
ATILIM ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,1997
AVRASYA ÜNİVERSİTESİ,foundation,Trabzon,Black Sea,2013,2010
AVRUPA MESLEK YÜKSEKOKULU,,Kocaeli,Marmara,2013,2009
BAHÇEŞEHİR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1998
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,2013,1992
BARTIN ÜNİVERSİTESİ,state,Bartın,Black Sea,2013,2008
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,1994
BATMAN ÜNİVERSİTESİ,state,Batman,Southeastern Anatolia,2013,2007
BAYBURT ÜNİVERSİTESİ,state,Bayburt,Black Sea,2013,2008
BEYKENT ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1997
BEYKOZ LOJİSTİK MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2008
BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2010
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,state,Bilecik,Marmara,2013,2007
BİNGÖL ÜNİVERSİTESİ,state,Bingöl,East Anatolia,2013,2007
BİTLİS EREN ÜNİVERSİTESİ,state,Bitlis,East Anatolia,2013,2007
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1971
BOZOK ÜNİVERSİTESİ,state,Yozgat,Central Anatolia,2013,2006
BURSA ORHANGAZİ ÜNİVERSİTESİ,foundation,Bursa,Marmara,2013,2011
BURSA TEKNİK ÜNİVERSİTESİ,state,Bursa,Marmara,2013,2010
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,2013,1992
CANİK BAŞARI ÜNİVERSİTESİ,foundation,Samsun,Black Sea,2013,2010
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,2013,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,2013,1974
ÇAĞ ÜNİVERSİTESİ,foundation,Mersin,Mediterranean,2013,1997
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,2013,1992
ÇANKAYA ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,1997
ÇANKIRI KARATEKİN ÜNİVERSİTESİ,state,Çankırı,Central Anatolia,2013,2007
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,2013,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,2013,1973
DOĞUŞ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1997
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,2013,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,2013,1992
DÜZCE ÜNİVERSİTESİ,state,Düzce,Black Sea,2013,2006
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,2013,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,2013,1982
ERZİNCAN ÜNİVERSİTESİ,state,Erzincan,East Anatolia,2013,2006
ERZURUM TEKNİK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,2013,2010
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,2013,1993
FARUK SARAÇ TASARIM MESLEK YÜKSEKOKULU,,Bursa,Marmara,2013,2010
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2010
FATİH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1996
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,2013,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,2013,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,2013,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,2013,1992
GEDİK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2011
GEDİZ ÜNİVERSİTESİ,foundation,İzmir,Aegean,2013,2008
GİRESUN ÜNİVERSİTESİ,state,Giresun,Black Sea,2013,2006
GÜMÜŞHANE ÜNİVERSİTESİ,state,Gümüşhane,Black Sea,2013,2008
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,1967
HAKKARİ ÜNİVERSİTESİ,state,Hakkari,East Anatolia,2013,2008
HALİÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1998
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,2013,1992
HASAN KALYONCU ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2013,2008
HİTİT ÜNİVERSİTESİ,state,Çorum,Black Sea,2013,2006
IĞDIR ÜNİVERSİTESİ,state,Iğdır,East Anatolia,2013,2008
IŞIK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1996
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,1985
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,2013,1975
İPEK ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2011
İSTANBUL AREL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2007
İSTANBUL AYDIN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2007
İSTANBUL BİLGİ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1996
İSTANBUL BİLİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2006
İSTANBUL ESENYURT ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2013
İSTANBUL GELİŞİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2011
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2008
İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2008
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1997
İSTANBUL MEDENİYET ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,2010
İSTANBUL MEDİPOL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2009
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2010
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2010
İSTANBUL ŞEHİR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2008
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2012
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1944
İSTANBUL TİCARET ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2001
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1933
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2010
İZMİR EKONOMİ ÜNİVERSİTESİ,foundation,İzmir,Aegean,2013,2001
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,state,İzmir,Aegean,2013,2010
İZMİR ÜNİVERSİTESİ,foundation,İzmir,Aegean,2013,2007
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,2013,1992
KADİR HAS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1997
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,2013,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,2013,1992
KANUNİ ÜNİVERSİTESİ,foundation,Adana,Mediterranean,2013,2013
KAPADOKYA MESLEK YÜKSEKOKULU,,Nevşehir,Central Anatolia,2013,2005
KARABÜK ÜNİVERSİTESİ,state,Karabük,Black Sea,2013,2007
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,2013,1955
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,state,Karaman,Central Anatolia,2013,2007
KASTAMONU ÜNİVERSİTESİ,state,Kastamonu,Black Sea,2013,2006
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,2013,1992
KIRKLARELİ ÜNİVERSİTESİ,state,Kırklareli,Marmara,2013,2007
KİLİS 7 ARALIK ÜNİVERSİTESİ,state,Kilis,Southeastern Anatolia,2013,2007
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,2013,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1992
KONYA GIDA VE TARIM ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2013,2013
KTO KARATAY ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2013,2009
MALTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1997
MARDİN ARTUKLU ÜNİVERSİTESİ,state,Mardin,Southeastern Anatolia,2013,2007
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1982
MEF ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2012
MEHMET AKİF ERSOY ÜNİVERSİTESİ,state,Burdur,Mediterranean,2013,2006
MELİKŞAH ÜNİVERSİTESİ,foundation,Kayseri,Central Anatolia,2013,2008
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,2013,1992
MEVLANA ÜNİVERSİTESİ,foundation,Konya,Central Anatolia,2013,2009
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1982
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,state,Muğla,Aegean,2013,1992
MURAT HÜDAVENDİGAR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2012
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,2013,1992
MUŞ ALPARSLAN ÜNİVERSİTESİ,state,Muş,East Anatolia,2013,2007
NAMIK KEMAL ÜNİVERSİTESİ,state,Tekirdağ,Marmara,2013,2006
NECMETTİN ERBAKAN ÜNİVERSİTESİ,state,Konya,Central Anatolia,2013,2012
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,state,Nevşehir,Central Anatolia,2013,2007
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,2013,1992
NİŞANTAŞI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2009
NUH NACİ YAZGAN ÜNİVERSİTESİ,foundation,Kayseri,Central Anatolia,2013,2009
OKAN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1999
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,2013,1975
ORDU ÜNİVERSİTESİ,state,Ordu,Black Sea,2013,2006
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,1956
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,state,Osmaniye,Mediterranean,2013,2007
ÖZYEĞİN ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2007
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,2013,1992
PİRİ REİS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2008
PLATO MESLEK YÜKSEKOKULU,,İstanbul,Marmara,2013,2009
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,state,Rize,Black Sea,2013,2006
SABANCI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1996
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,2013,1992
SANKO ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2013,2013
SELAHADDİN EYYUBİ ÜNİVERSİTESİ,foundation,Diyarbakır,Southeastern Anatolia,2013,2013
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,2013,1975
SİİRT ÜNİVERSİTESİ,state,Siirt,Southeastern Anatolia,2013,2007
SİNOP ÜNİVERSİTESİ,state,Sinop,Black Sea,2013,2007
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,2013,1992
SÜLEYMAN ŞAH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2010
ŞIRNAK ÜNİVERSİTESİ,state,Şırnak,Southeastern Anatolia,2013,2008
ŞİFA ÜNİVERSİTESİ,foundation,İzmir,Aegean,2013,2010
TED ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2009
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2003
TOROS ÜNİVERSİTESİ,foundation,Mersin,Mediterranean,2013,2009
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,2013,1982
TUNCELİ ÜNİVERSİTESİ,state,Tunceli,East Anatolia,2013,2008
TURGUT ÖZAL ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2009
TÜRK HAVA KURUMU ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2011
TÜRK-ALMAN ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,2010
UFUK ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,1999
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,2013,1975
ULUSLARARASI ANTALYA ÜNİVERSİTESİ,foundation,Antalya,Mediterranean,2013,2010
UŞAK ÜNİVERSİTESİ,state,Uşak,Aegean,2013,2006
ÜSKÜDAR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2011
YALOVA ÜNİVERSİTESİ,state,Yalova,Marmara,2013,2008
YAŞAR ÜNİVERSİTESİ,foundation,İzmir,Aegean,2013,2001
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,1996
YENİ YÜZYIL ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2013,2009
YILDIRIM BEYAZIT ÜNİVERSİTESİ,state,Ankara,Central Anatolia,2013,2010
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,2013,1982
YÜKSEK İHTİSAS ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,2013,2013
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,2013,1982
ZİRVE ÜNİVERSİTESİ,foundation,Gaziantep,Southeastern Anatolia,2013,2009
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,2012,1992
ABDULLAH GÜL ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,2012,2010
ACIBADEM ÜNİVERSİTESİ,foundation,İstanbul,Marmara,2012,2007
